nombre,link,direccion,tipo,categoria,telefono,email
BAR O SAN FRANCO,https://www.turismo.gal/recurso/-/detalle/160428000119/bar-o-san-franco?langId=es_ES&tp=1001549&ctre=40000240,"Carretera Puxeiro - Mos, nº 117 36417 Mos - Pontevedra",Café bar,,,
BAR O SORIANO,https://www.turismo.gal/recurso/-/detalle/240924000381/bar-o-soriano?langId=es_ES&tp=1001549,"Calle Rosalía de Castro, nº 6 36780 A Guarda - Pontevedra",Café Bar,,+34 662 116 223,AINOHAGD@HOTMAIL.COM
BAR O TRECE,https://www.turismo.gal/recurso/-/detalle/v-po-006259/bar-o-trece?langId=es_ES&tp=1001549&ctre=40000240,Circunvalación Don Aurelio 36670 Cuntis - Pontevedra,Café bar,,,cristelcf23@gmail.com
BAR OASIS,https://www.turismo.gal/recurso/-/detalle/190702000022/bar-oasis?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Monllo - A Seca, nº 4 36191 Barro - Pontevedra",Café bar,,,
BAR OBELIX,https://www.turismo.gal/recurso/-/detalle/v-po-003375/bar-obelix?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Calvelo, nº 30 36120 Cerdedo-Cotobade - Pontevedra",Café bar,,,
BAR ODEÓN,https://www.turismo.gal/recurso/-/detalle/v-po-000776/bar-odeon?langId=es_ES&tp=1001549&ctre=40000240,"Calle Santander, nº 31 A 36207 Vigo - Pontevedra",Café bar,,,ANTONIOGALAN@CESGA.COM
BAR OLMOS,https://www.turismo.gal/recurso/-/detalle/191213000168/bar-olmos?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sierra - (Mercado de Abastos), nº 5 - Posto A-1 36002 Pontevedra - Pontevedra",Café bar,,,
BAR OS CHORONS,https://www.turismo.gal/recurso/-/detalle/v-po-005879/bar-os-chorons?langId=es_ES&tp=1001549&ctre=40000240,"Calle Baños, nº 106 36729 Tui - Pontevedra",Café bar,,,penedokc@gmail.com
BAR OSTRÍCOLA,https://www.turismo.gal/recurso/-/detalle/12573/bar-ostricola?langId=es_ES&tp=24&ctre=142,"Avenida José Solla, nº 23 36690 Soutomaior - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 700 061,OSTRICOLADEARCADE@YAHOO.ES
BAR OTERO,https://www.turismo.gal/recurso/-/detalle/v-po-002201/bar-otero?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Porta do Sol, nº 146 36955 Moaña - Pontevedra",Café bar,,,lairia@hotmail.es
BAR PABLO,https://www.turismo.gal/recurso/-/detalle/v-po-006427/bar-pablo?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sanjurjo Badia, nº 15 36207 Vigo - Pontevedra",Café bar,,,felipegranda@msn.com
BAR PALENQUE,https://www.turismo.gal/recurso/-/detalle/v-po-002880/bar-palenque?langId=es_ES&tp=1001549&ctre=40000240,"Calle Mestre Soutullo, nº 6 36004 Pontevedra - Pontevedra",Café bar,,,luciablangar@gmail.com
BAR PAPAGAYO,https://www.turismo.gal/recurso/-/detalle/210324001982/bar-papagayo?langId=es_ES&tp=1001549&ctre=40000240,"Calle Canceleiro, nº 8 Vigo - Pontevedra",Café bar,,,
BAR PARACHAN,https://www.turismo.gal/recurso/-/detalle/210309000861/bar-parachan?langId=es_ES&tp=1001549&ctre=40000240,"Rúa Parachan, nº 3 36215 Vigo - Pontevedra",Café bar,,,
BAR PARIS,https://www.turismo.gal/recurso/-/detalle/v-po-006854/bar-paris?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Moreira, nº 6 36860 Ponteareas - Pontevedra",Café bar,,,tapordeicristina@gmail.com
BAR PARQUE,https://www.turismo.gal/recurso/-/detalle/v-po-000952/bar-parque?langId=es_ES&tp=1001549&ctre=40000240,"Avenida del Parque, nº 7 36540 Silleda - Pontevedra",Café bar,,,carmenmanolache24@gmail.com
BAR PASCACIO,https://www.turismo.gal/recurso/-/detalle/210311001184/bar-pascacio?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Canabal-Figueirido, nº 16 36141 Vilaboa - Pontevedra",Café bar,,,
BAR PEITIEIROS,https://www.turismo.gal/recurso/-/detalle/v-po-000171/bar-peitieiros?langId=es_ES&tp=1001549&ctre=40000240,"Calle Perigos, nº 1 36202 Vigo - Pontevedra",Café bar,,,susogarcia19756@gmail.com
BAR PERALTA,https://www.turismo.gal/recurso/-/detalle/v-po-002287/bar-peralta?langId=es_ES&tp=1001549&ctre=40000240,"Calle José Graña Montes, nº 5 36945 Cangas - Pontevedra",Café bar,,,
BAR PERRYS,https://www.turismo.gal/recurso/-/detalle/210320001838/bar-perrys?langId=es_ES&tp=1001549&ctre=40000240,"Barrio Igrexa Chapela, nº 67 36320 Redondela - Pontevedra",Café bar,,,
BAR PINAMAR,https://www.turismo.gal/recurso/-/detalle/210319001821/bar-pinamar?langId=es_ES&tp=1001549&ctre=40000240,"Estrada A Lanzada - San Vicente, nº 21 36989 O Grove - Pontevedra",Café bar,,,
BAR PIO,https://www.turismo.gal/recurso/-/detalle/210302000028/bar-pio?langId=es_ES&tp=1001549&ctre=40000240,"Camiño do Pio, nº 10 36813 Redondela - Pontevedra",Café bar,,,
BAR PLAZA,https://www.turismo.gal/recurso/-/detalle/v-po-004662/bar-plaza?langId=es_ES&tp=1001549&ctre=40000240,"Plaza Consistorio, nº 13 36430 Arbo - Pontevedra",Café bar,,,
BAR PLAZA,https://www.turismo.gal/recurso/-/detalle/v-po-007017/bar-plaza?langId=es_ES&tp=1001549&ctre=40000240,"VICTORIA CADAVAL, nº 5 36393 O Porriño - Pontevedra",Café bar,,,
BAR PLEAMAR,https://www.turismo.gal/recurso/-/detalle/160824000078/bar-pleamar?langId=es_ES&tp=1001549&ctre=40000240,"Calle Rúa Da Praia, nº 5 36630 Cambados - Pontevedra",Café bar,,,
BAR POLIGONO,https://www.turismo.gal/recurso/-/detalle/170526000710/bar-poligono?langId=es_ES&tp=1001549&ctre=40000240,"Calle Oito de marzo, nº 13 36600 Vilagarcía de Arousa - Pontevedra",Café bar,,,rociobeloso@gmail.com
BAR POMBO,https://www.turismo.gal/recurso/-/detalle/v-po-008871/bar-pombo-?langId=es_ES&tp=1001549&ctre=40000240,"A Aldea de Abaixo, nº 9 36968 Meaño - Pontevedra",Café bar,,,administracion@amoedoasesoria.es
BAR PORRÓN,https://www.turismo.gal/recurso/-/detalle/210512000346/bar-porron?langId=es_ES&tp=1001549&ctre=40000240,"Calle Real, nº 37 36202 Vigo - Pontevedra",Café bar,,,
BAR PORTIÑO,https://www.turismo.gal/recurso/-/detalle/v-po-006033/bar-portino?langId=es_ES&tp=1001549&ctre=40000240,"Calle Hnos. Otero Goday, nº 1 36980 O Grove - Pontevedra",Café bar,,,portino13@hotmail.com
BAR PROVINCIAL,https://www.turismo.gal/recurso/-/detalle/210308000649/bar-provincial?langId=es_ES&tp=1001549&ctre=40000240,"Rúa Emilia Pardo Bazán, nº 114 36214 Vigo - Pontevedra",Café bar,,,
BAR PUERTAS,https://www.turismo.gal/recurso/-/detalle/v-po-002146/bar-puertas?langId=es_ES&tp=1001549&ctre=40000240,"Calle Vista Alegre, nº 5 36794 Oia - Pontevedra",Café bar,,,
BAR PURI,https://www.turismo.gal/recurso/-/detalle/210308000676/bar-puri?langId=es_ES&tp=1001549&ctre=40000240,"LG. Magdalena - Darbo, nº 22 36949 Cangas - Pontevedra",Café bar,,,
BAR QUETA,https://www.turismo.gal/recurso/-/detalle/v-po-002474/bar-queta?langId=es_ES&tp=1001549&ctre=40000240,"Lg. A Relva, nº 25 36410 O Porriño - Pontevedra",Café bar,,,
BAR QUIJOTE,https://www.turismo.gal/recurso/-/detalle/v-po-008178/bar-quijote?langId=es_ES&tp=1001549&ctre=40000240,"Lg. O Corpiño, nº 12 36512 Lalín - Pontevedra",Café bar,,,info@asesoriaplaning.es
BAR RACIMO,https://www.turismo.gal/recurso/-/detalle/v-po-000737/bar-racimo?langId=es_ES&tp=1001549&ctre=40000240,"Calle Couto Piñeiro, nº 25 36204 Vigo - Pontevedra",Café bar,,,anagalcam@gmail.com
BAR RECREO,https://www.turismo.gal/recurso/-/detalle/v-po-005573/bar-recreo?langId=es_ES&tp=1001549&ctre=40000240,"B, nº 34 36500 Lalín - Pontevedra",Café bar,,,albertovillaravid@gmail.com
BAR RESTAURANTE BANTES,https://www.turismo.gal/recurso/-/detalle/r-po-001698/bar-restaurante-bantes?langId=es_ES&tp=24&ctre=142,"CMÑO. FONTENLA, 37 36331 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,
BAR RESTAURANTE CURUXEIRA,https://www.turismo.gal/recurso/-/detalle/15051/bar-restaurante-curuxeira?langId=es_ES&tp=24&ctre=142,"Calle Das Rans, nº 8 - 2 36416 Mos - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 332 350,reservas@curuxeira.info
BAR REY,https://www.turismo.gal/recurso/-/detalle/14529/bar-rey?langId=es_ES&tp=24&ctre=142,"Calle Sagunto, nº 57 36205 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,
BAR RIANXO,https://www.turismo.gal/recurso/-/detalle/210308000564/bar-rianxo?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Cristovo, nº 123 36317 Vigo - Pontevedra",Café bar,,,miriampatrylio@gmail.com
BAR RIBEIRO,https://www.turismo.gal/recurso/-/detalle/14555/bar-ribeiro?langId=es_ES&tp=24&ctre=142,"Calle Santo Cristo, nº 1 36208 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 639 544 741,eki-tasmania@hotmail.com
BAR RIVAS,https://www.turismo.gal/recurso/-/detalle/v-po-000861/bar-rivas?langId=es_ES&tp=1001549&ctre=40000240,"Lg. de Pazos, nº 15 36141 Vilaboa - Pontevedra",Café bar,,,
BAR RODAS,https://www.turismo.gal/recurso/-/detalle/v-po-008911/bar-rodas-?langId=es_ES&tp=1001549&ctre=40000240,"Illas Cies - Praia de Rodas, nº s/n 36212 Vigo - Pontevedra",Café bar,,,
BAR RODEIRAMAR,https://www.turismo.gal/recurso/-/detalle/250404000218/bar-rodeiramar?langId=es_ES&tp=1001549&ctre=40000240,"Calle Rodeiriña, nº 11 36940 Cangas - Pontevedra",Café bar,,,merchi.rodal@gmail.com
BAR RONS,https://www.turismo.gal/recurso/-/detalle/v-po-007665/bar-rons?langId=es_ES&tp=1001549&ctre=40000240,"Calle Rons, nº 40 36980 O Grove - Pontevedra",Café bar,,,agarimeis@hotmail.es
BAR SAN ADRIAN,https://www.turismo.gal/recurso/-/detalle/180122000152/bar-san-adrian-?langId=es_ES&tp=1001549&ctre=40000240,"A Curuxeira, nº 48 36845 Fornelos de Montes - Pontevedra",Café bar,,,
BAR SAN MAMED,https://www.turismo.gal/recurso/-/detalle/v-po-008928/bar-san-mamed?langId=es_ES&tp=1001549&ctre=40000240,"Lugar A Igrexa, nº 28 36720 Tui - Pontevedra",Café bar,,,PCONDECERZON@GMAIL.COM
BAR SANROKAN,https://www.turismo.gal/recurso/-/detalle/210325002017/bar-sanrokan?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Roque - Cabreira, nº 15 36458 Salvaterra de Miño - Pontevedra",Café bar,,,
BAR SANTA ANA,https://www.turismo.gal/recurso/-/detalle/v-po-005525/bar-santa-ana-?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Santa Ana, nº 5 36828 Ponte Caldelas - Pontevedra",Café bar,,,ROMINA@RPASESORIATECNICA.COM
BAR SEBASTIAN,https://www.turismo.gal/recurso/-/detalle/v-po-008519/bar-sebastian?langId=es_ES&tp=1001549&ctre=40000240,"Lg. O San Amaro, nº 7 36872 Covelo - Pontevedra",Café bar,,+34 619 605 727,
BAR SEIXIDO,https://www.turismo.gal/recurso/-/detalle/v-po-008721/bar-seixido?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Cendón, nº 47 36835 A Lama - Pontevedra",Café bar,,,
BAR SENIN,https://www.turismo.gal/recurso/-/detalle/v-po-009248/bar-senin?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Casal do Eirego, nº 27 36646 Valga - Pontevedra",Café bar,,,
BAR SENRA,https://www.turismo.gal/recurso/-/detalle/210311001223/bar-senra?langId=es_ES&tp=1001549&ctre=40000240,Lg. Pazos de Borela 36858 Cerdedo-Cotobade - Pontevedra,Café bar,,,
BAR SENRA,https://www.turismo.gal/recurso/-/detalle/240530000610/bar-senra?langId=es_ES&tp=1001549&ctre=40000240,"N 550, nº 30 36140 Vilaboa - Pontevedra",Café bar,,+34 698 588 412,asimo@asimo-ai.es
BAR SERAFIN,https://www.turismo.gal/recurso/-/detalle/v-po-002967/bar-serafin?langId=es_ES&tp=1001549&ctre=40000240,Parque Natural Illas Cies Vigo - Pontevedra,Café bar,,,
BAR SEVILLA,https://www.turismo.gal/recurso/-/detalle/v-po-006453/bar-sevilla?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Del val, nº 84 36870 Mondariz - Pontevedra",Café bar,,+34 624 182 275,barsevilla2020@gmail.com
BAR SIERA,https://www.turismo.gal/recurso/-/detalle/210303000113/bar-siera?langId=es_ES&tp=1001549&ctre=40000240,"Barrio Fouco, nº 1 36389 Gondomar - Pontevedra",Café bar,,,
BAR SOUTO,https://www.turismo.gal/recurso/-/detalle/210308000716/bar-souto?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Soutelo de Arriba, nº 8 36656 Caldas de Reis - Pontevedra",Café bar,,,
BAR SPLASH,https://www.turismo.gal/recurso/-/detalle/v-po-005403/bar-splash?langId=es_ES&tp=1001549&ctre=40000240,"Calle Da Ponte (Galerías La Fuente), nº 15 36900 Marín - Pontevedra",Café bar,,,
BAR SUSO,https://www.turismo.gal/recurso/-/detalle/v-po-000596/bar-suso?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sanjurjo Badia, nº 177 36207 Vigo - Pontevedra",Café bar,,,garciablancovero@gmail.com
BAR TACHI,https://www.turismo.gal/recurso/-/detalle/210307000533/bar-tachi?langId=es_ES&tp=1001549&ctre=40000240,"Calle Feira - Bandeira, nº 3 36570 Silleda - Pontevedra",Café bar,,,
BAR TALASO,https://www.turismo.gal/recurso/-/detalle/240703000071/bar-talaso?langId=es_ES&tp=1001549&ctre=40000240,"PRAIA DE SILGAR, nº 3-9 36960 Sanxenxo - Pontevedra",Café bar,,+34 986 691 111,reservas@hotelsanxenxo.com
BAR TANATORIO SAN MAURO,https://www.turismo.gal/recurso/-/detalle/211026000253/bar-tanatorio-san-mauro?langId=es_ES&tp=1001549&ctre=40000240,"Calle Camposanto - San Mauro, nº 2 36004 Pontevedra - Pontevedra",Café bar,,,
BAR TANTE,https://www.turismo.gal/recurso/-/detalle/v-po-006398/bar-tante?langId=es_ES&tp=1001549&ctre=40000240,"Calle Vía Cabral, nº 7 36214 Vigo - Pontevedra",Café bar,,,ricardofernandezsouto32@gmail.com
BAR TAPERÍA A CASA DE TODOS,https://www.turismo.gal/recurso/-/detalle/v-po-004811/bar-taperia-a-casa-de-todos?langId=es_ES&tp=1001549&ctre=40000240,"Carretera LOUREZA - FORNELOS, nº 48 36770 O Rosal - Pontevedra",Café bar,,,lucianoalonsorodriguez@gmail.com
BAR TAPERIA CHERRY,https://www.turismo.gal/recurso/-/detalle/14204/bar-taperia-cherry?langId=es_ES&tp=24&ctre=142,"Calle Fernando Lago Olano, nº 7 36205 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 630 624 124,pilarmartinez1983@hotmail.com
BAR TAPERIA CRECIENTE,https://www.turismo.gal/recurso/-/detalle/v-po-005909/bar-taperia-creciente?langId=es_ES&tp=1001549&ctre=40000240,"Calle Belgica (Monteporreiro), nº nº 12 36162 Pontevedra - Pontevedra",Café bar,,,
BAR TAXI,https://www.turismo.gal/recurso/-/detalle/v-po-000832/bar-taxi?langId=es_ES&tp=1001549&ctre=40000240,"Calle do Sol, nº 20 36900 Marín - Pontevedra",Café bar,,,info@jbarrosasesores.com
BAR TEMPLARIO,https://www.turismo.gal/recurso/-/detalle/231204000013/bar-templario?langId=es_ES&tp=1001549&ctre=40000240,"Calle Oliva, nº 2 36202 Vigo - Pontevedra",Café bar,,+34 986 443 210,CONTROLLING@GIFKI.COM
BAR TERRANOSA,https://www.turismo.gal/recurso/-/detalle/v-po-002679/bar-terranosa?langId=es_ES&tp=1001549&ctre=40000240,"Calle Buenos Aires, nº 86 36500 Lalín - Pontevedra",Café bar,,,info@asesoriaplaning.es
BAR TEXAS,https://www.turismo.gal/recurso/-/detalle/v-po-002043/bar-texas?langId=es_ES&tp=1001549&ctre=40000240,"Carretera Porriño a Gondomar, nº 50 36419 Mos - Pontevedra",Café bar,,,
BAR TIBURON,https://www.turismo.gal/recurso/-/detalle/191023000267/bar-tiburon?langId=es_ES&tp=1001549&ctre=40000240,"Calle Tomás Alonso, nº 108 36208 Vigo - Pontevedra",Café bar,,,
BAR TREBOADA,https://www.turismo.gal/recurso/-/detalle/v-po-008611/bar-treboada?langId=es_ES&tp=1001549&ctre=40000240,"Lg. A Goulla, nº 31 36637 Meis - Pontevedra",Café bar,,,
BAR TROPICAL,https://www.turismo.gal/recurso/-/detalle/v-po-000412/bar-tropical?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Antoniño, nº 36 36002 Pontevedra - Pontevedra",Café bar,,,
BAR TROPICAL,https://www.turismo.gal/recurso/-/detalle/v-po-007405/bar-tropical?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Tragove, nº 105 36634 Cambados - Pontevedra",Café bar,,,lorena@vilaslosada.es
BAR TROYA,https://www.turismo.gal/recurso/-/detalle/190513000179/bar-troya?langId=es_ES&tp=1001549&ctre=40000240,"Calle Rosalía de Castro, nº 1 36380 Gondomar - Pontevedra",Café bar,,,
BAR TRUENO,https://www.turismo.gal/recurso/-/detalle/210308000693/bar-trueno?langId=es_ES&tp=1001549&ctre=40000240,"Calle Eugenio Kraff, nº 9 36210 Vigo - Pontevedra",Café bar,,,ROMIVALLE37@GMAIL.COM
BAR UMIA,https://www.turismo.gal/recurso/-/detalle/v-po-000800/bar-umia?langId=es_ES&tp=1001549&ctre=40000240,"Calle Almuiña, nº 144 36900 Marín - Pontevedra",Café bar,,,eduardo_rodi@gmail.com
BAR UNIÓN,https://www.turismo.gal/recurso/-/detalle/200415000111/bar-union?langId=es_ES&tp=1001549&ctre=40000240,"Calle As Teixugueiras, nº 11 36212 Vigo - Pontevedra",Café bar,,,
BAR VALENTE,https://www.turismo.gal/recurso/-/detalle/v-po-009470/bar-valente?langId=es_ES&tp=1001549&ctre=40000240,"Lg. A Texosa, nº 2 36380 Gondomar - Pontevedra",Café bar,,,
BAR VALLADARES,https://www.turismo.gal/recurso/-/detalle/v-po-003105/bar-valladares-?langId=es_ES&tp=1001549&ctre=40000240,"Estrada de Bueu, nº 18 36940 Cangas - Pontevedra",Café bar,,,
BAR VARAYAR,https://www.turismo.gal/recurso/-/detalle/210309000783/bar-varayar?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Redondela, nº 93 36800 Redondela - Pontevedra",Café bar,,,
BAR VEGE,https://www.turismo.gal/recurso/-/detalle/210305000395/bar-vege?langId=es_ES&tp=1001549&ctre=40000240,"Barrio Bargiela, nº 7 368566 Ponteareas - Pontevedra",Café bar,,,
BAR VILAGARCIA,https://www.turismo.gal/recurso/-/detalle/v-po-000827/bar-vilagarcia?langId=es_ES&tp=1001549&ctre=40000240,"Calle A Baldosa, nº 8 36600 Vilagarcía de Arousa - Pontevedra",Café bar,,,
BAR VILARIÑO,https://www.turismo.gal/recurso/-/detalle/v-po-003957/bar-vilarino?langId=es_ES&tp=1001549&ctre=40000240,"Calle Padres Franciscanos, nº 6 36370 Nigrán - Pontevedra",Café bar,,,MERCHYSUAREZPEREZ@GMAIL.COM
BAR VIÑA SOBREIRA,https://www.turismo.gal/recurso/-/detalle/200803000012/bar-vina-sobreira?langId=es_ES&tp=1001549&ctre=40000240,"Lg. O Couto de Abaixo, nº 59 36630 Cambados - Pontevedra",Café bar,,,
BAR VINCIOS,https://www.turismo.gal/recurso/-/detalle/160829000089/bar-vincios?langId=es_ES&tp=1001549&ctre=40000240,"Barrio Hervillas, nº 92 36316 Gondomar - Pontevedra",Café bar,,,
BAR XEITOSO,https://www.turismo.gal/recurso/-/detalle/210307000541/bar-xeitoso?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Eirixe - Santiso, nº 2 36512 Lalín - Pontevedra",Café bar,,,
BAR XESTA,https://www.turismo.gal/recurso/-/detalle/v-po-009021/bar-xesta?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Xesdta, nº 11 36830 A Lama - Pontevedra",Café bar,,,
BAR XESTOSA,https://www.turismo.gal/recurso/-/detalle/v-po-008792/bar-xestosa?langId=es_ES&tp=1001549&ctre=40000240,"Cende , nº 17 36873 Covelo - Pontevedra",Café bar,,,
BAR XULIA,https://www.turismo.gal/recurso/-/detalle/v-po-007504/bar-xulia?langId=es_ES&tp=1001549&ctre=40000240,"Carretera Camposancos, nº 17 36213 Vigo - Pontevedra",Café bar,,,
BAR XUNCA,https://www.turismo.gal/recurso/-/detalle/v-po-009320/bar-xunca?langId=es_ES&tp=1001549&ctre=40000240,"Xuncablanca, nº 21 36990 Sanxenxo - Pontevedra",Café bar,,,gesvilar@gmail.com
BAR-CAFETERÍA TRÉCOLA,https://www.turismo.gal/recurso/-/detalle/v-po-002262/bar-cafeteria-trecola?langId=es_ES&tp=1001549&ctre=40000240,"Calle RAMÓN DE VALENZUELA, nº 5 36570 Silleda - Pontevedra",Café bar,,,
BAR-HELADERÍA-CAFE BAR ENTRE HORREOS,https://www.turismo.gal/recurso/-/detalle/220713000323/bar-heladeria-cafe-bar-entre-horreos?langId=es_ES&tp=1001549&ctre=40000240,"Calle Da Chousa, nº 3 36993 Poio - Pontevedra",Café bar,,,
BAR-TAPERIA A PLAZA,https://www.turismo.gal/recurso/-/detalle/200526000155/bar-taperia-a-plaza?langId=es_ES&tp=1001549&ctre=40000240,"Plaza Do Calvario, nº 2 36770 O Rosal - Pontevedra",Café bar,,,
BARAKA CAFE-BAR,https://www.turismo.gal/recurso/-/detalle/v-po-006346/baraka-cafe-bar?langId=es_ES&tp=1001549&ctre=40000240,"Calle Domingo Bueno, nº 56 36400 O Porriño - Pontevedra",Café bar,,,ABCHIJOHN@GMAIL.COM
BARATTO,https://www.turismo.gal/recurso/-/detalle/271351164/baratto?langId=es_ES&tp=24&ctre=142,"EIRADO DO SEÑAL, 15 36940 Cangas - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 304 683,
BARBANTES,https://www.turismo.gal/recurso/-/detalle/13023/barbantes?langId=es_ES&tp=24&ctre=142,"Calle Cuba, nº 3 36204 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 698 168 186,INFO@IARAZABOGADOS.COM
BARBARELLA,https://www.turismo.gal/recurso/-/detalle/v-po-004057/barbarella?langId=es_ES&tp=1001549&ctre=40000240,R/MANUEL DEL PALACIO 4 PONTEVEDRA 0 Pontevedra - Pontevedra,Café bar,,,
BARBEITOS,https://www.turismo.gal/recurso/-/detalle/v-po-005672/barbeitos?langId=es_ES&tp=1001549&ctre=40000240,"Calle Barbeitos, nº 4 36600 Vilagarcía de Arousa - Pontevedra",Café bar,,,BDNOVAS@GMAIL.COM
BARBELA,https://www.turismo.gal/recurso/-/detalle/14509/barbela?langId=es_ES&tp=24&ctre=142,BAIXADA A PRAIA CAMPOSANCOS 36788 A Guarda - Pontevedra,Restaurante,4ª Categoría - 1 Tenedor,+34 986 627 376,
BARCELONA,https://www.turismo.gal/recurso/-/detalle/13034/barcelona?langId=es_ES&tp=24&ctre=142,"Calle BARCELONA, nº 9 36203 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 410 392,
BARCELONA,https://www.turismo.gal/recurso/-/detalle/v-po-009439/barcelona?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Avda. de Vigo, nº 13 36003 Pontevedra - Pontevedra",Café bar,,,
BARCELOS,https://www.turismo.gal/recurso/-/detalle/v-po-006837/barcelos?langId=es_ES&tp=1001549&ctre=40000240,"Plaza BARCELOS , nº 28 36001 Pontevedra - Pontevedra",Café bar,,,
BARILEZA,https://www.turismo.gal/recurso/-/detalle/v-po-009824/barileza?langId=es_ES&tp=1001549&ctre=40000240,R/ PONTE DENA Nº 5 0 Meaño - Pontevedra,Café bar,,,
BARLEY,https://www.turismo.gal/recurso/-/detalle/151117000047/barley?langId=es_ES&tp=1001549&ctre=40000240,"Plaza Pza. do Regueiro, nº 19 36626 A Illa de Arousa - Pontevedra",Café bar,,,
BARRA DO MIÑO,https://www.turismo.gal/recurso/-/detalle/15141/barra-do-mino?langId=es_ES&tp=24&ctre=142,"Tomás Mirambel, 10 36360 Nigrán - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 365 309,
"BARRA, LA",https://www.turismo.gal/recurso/-/detalle/v-po-000940/barra-la?langId=es_ES&tp=1001549&ctre=40000240,"C/ LUIS GONZALEZ TABOADA, 1 0 Lalín - Pontevedra",Café bar,,,
BARRACA,https://www.turismo.gal/recurso/-/detalle/v-po-006433/barraca?langId=es_ES&tp=1001549&ctre=40000240,"ANTONIO PALACIOS, nº 6 36400 O Porriño - Pontevedra",Café bar,,,
BARRAGANS,https://www.turismo.gal/recurso/-/detalle/v-po-006970/barragans?langId=es_ES&tp=1001549&ctre=40000240,"LG. BARRAGANS, 1 - CAMPAÑO 0 Pontevedra - Pontevedra",Café bar,,,
BARRAL,https://www.turismo.gal/recurso/-/detalle/v-po-001639/barral?langId=es_ES&tp=1001549&ctre=40000240,AV. VILARIÑO Nº 86 36630 Cambados - Pontevedra,Café bar,,,
BARRANCO II,https://www.turismo.gal/recurso/-/detalle/r-po-001519/barranco-ii?langId=es_ES&tp=24&ctre=142,"AVDA. R. PASCUAL, 47 - BEADE 0 Vigo - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,
BARRIO DO CURA,https://www.turismo.gal/recurso/-/detalle/210309000872/barrio-do-cura?langId=es_ES&tp=1001549&ctre=40000240,"Calle Jenaro de la Fuente, nº 8 36205 Vigo - Pontevedra",Café bar,,,
BARRIO DO CURA,https://www.turismo.gal/recurso/-/detalle/v-po-008835/barrio-do-cura?langId=es_ES&tp=1001549&ctre=40000240,"Calle Teixugueiras, nº 19 - Local 14 36212 Vigo - Pontevedra",Café bar,,,administracion@panaderiabarriodocura.es
BARRO,https://www.turismo.gal/recurso/-/detalle/220713000322/barro?langId=es_ES&tp=1001549&ctre=40000240,"Plaza Victoria Cadaval, nº 18 36309 Baiona - Pontevedra",Café bar,,,
BARROCO,https://www.turismo.gal/recurso/-/detalle/181228000202/barroco?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Porteliña, nº 23 36163 Poio - Pontevedra",Café bar,,,clarasm_95@hotmail.com
BARSOBREIRA,https://www.turismo.gal/recurso/-/detalle/240103000017/barsobreira?langId=es_ES&tp=1001549&ctre=40000240,"Carretera Garrida, nº 126 36315 Vigo - Pontevedra",Café bar,,,GESTORIA@GESTEIRO.COM
BARTEMÁTICO 433,https://www.turismo.gal/recurso/-/detalle/190117000308/bartematico-433?langId=es_ES&tp=1001549&ctre=40000240,"Calle Travesía de Vigo, nº 14 36206 Vigo - Pontevedra",Café bar,,,RITA@ENFOQ.COM
BARU,https://www.turismo.gal/recurso/-/detalle/v-po-004595/baru?langId=es_ES&tp=1001549&ctre=40000240,"Calle PAINZAL, nº 5 36411 O Porriño - Pontevedra",Café bar,,,correodacal@mundo-r.com
