nombre,link,direccion,tipo,categoria,telefono,email,web
BORONA,https://www.turismo.gal/recurso/-/detalle/r-po-003624/borona?langId=es_ES&tp=24&ctre=142,"TRAVESÍA COMERCIO, 3 BAIXO 0 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,
BORONA II,https://www.turismo.gal/recurso/-/detalle/c-po-001073/borona-ii?langId=es_ES&tp=1001550&ctre=40000242,"Calle Joaquín Costa , nº 28 36001 Pontevedra - Pontevedra",Cafetería,,,,
BOTANIC,https://www.turismo.gal/recurso/-/detalle/v-po-003314/botanic?langId=es_ES&tp=1001549&ctre=40000240,"Calle Barcelos, nº 14 36002 Pontevedra - Pontevedra",Café bar,,,pablopazos62@gmail.com,
BOUQUET,https://www.turismo.gal/recurso/-/detalle/v-po-005591/bouquet?langId=es_ES&tp=1001549&ctre=40000240,R/SALVADOR MORENO 48 0 Pontevedra - Pontevedra,Café bar,,,,
BRASIL DOS,https://www.turismo.gal/recurso/-/detalle/v-po-000378/brasil-dos?langId=es_ES&tp=1001549&ctre=40000240,R/COUSIÑO 18 PONTEVEDRA 0 Pontevedra - Pontevedra,Café bar,,,,
BRASILIA,https://www.turismo.gal/recurso/-/detalle/v-po-000377/brasilia?langId=es_ES&tp=1001549&ctre=40000240,R/PONTE 18 PONTEVEDRA 0 Pontevedra - Pontevedra,Café bar,,,,
BREAKING THE RULES CAFE BAR,https://www.turismo.gal/recurso/-/detalle/v-po-004041/breaking-the-rules-cafe-bar?langId=es_ES&tp=1001549&ctre=40000240,"Calle Maria Victoria Moreno, nº 46 36003 Pontevedra - Pontevedra",Café bar,,,,
BREOGÁN,https://www.turismo.gal/recurso/-/detalle/v-po-005766/breogan?langId=es_ES&tp=1001549&ctre=40000240,"RÚA SANTIÑA, 11, BAIXO 36005 Pontevedra - Pontevedra",Café bar,,,,
BUBELA,https://www.turismo.gal/recurso/-/detalle/v-po-006638/bubela?langId=es_ES&tp=1001549&ctre=40000240,RUA SAN CAYETANO 25-A ALBA 36157 Pontevedra - Pontevedra,Café bar,,,manologarciabubela@gmail.com,
"BUEN COMER, EL",https://www.turismo.gal/recurso/-/detalle/15558/buen-comer-el?langId=es_ES&tp=24&ctre=142,"Cruz Gallastegui, nº 17 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 847 044,,
BUHO AZUL,https://www.turismo.gal/recurso/-/detalle/v-po-007509/buho-azul?langId=es_ES&tp=1001549&ctre=40000240,"Avenida BUENOS AIRES, nº 16 36002 Pontevedra - Pontevedra",Café bar,,,jorgemanuelgarcia@hotmail.com,
BULEBULE,https://www.turismo.gal/recurso/-/detalle/200915000175/bulebule?langId=es_ES&tp=1001549&ctre=40000240,"Calle Pintor Laxeiro, nº 38 36004 Pontevedra - Pontevedra",Café bar,,,,
BULEZEN URBAN HOSTEL,https://www.turismo.gal/recurso/-/detalle/220718000389/bulezen-urban-hostel?langId=es_ES&tp=1000100&ctre=1000120,"Calle García Camba, nº 12 36001 Pontevedra - Pontevedra",Albergue Turístico,,+34 886 060 247,bulezenurbanhostel@gmail.com,
BUN BURGUER,https://www.turismo.gal/recurso/-/detalle/v-po-003698/bun-burguer?langId=es_ES&tp=1001549&ctre=40000240,R/PEREGRINA 40 0 Pontevedra - Pontevedra,Café bar,,,,
BURGER KING,https://www.turismo.gal/recurso/-/detalle/190910000048/burger-king?langId=es_ES&tp=24&ctre=142,"Calle Da Carrasqueira, nº 1 36004 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 675 783 679,,
BURGER KING,https://www.turismo.gal/recurso/-/detalle/269982299/burger-king?langId=es_ES&tp=24&ctre=142,"Plaza Curros Enriquez, nº 14 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,
C.C. GALERÍAS OLIVA,https://www.turismo.gal/recurso/-/detalle/269798945/c.c.-galerias-oliva?langId=es_ES&tp=40&ctre=225,La Oliva 36202 Pontevedra - Pontevedra,Galería Comercial Urbana,,+34 986 850 352,,
C.C. VIALIA,https://www.turismo.gal/recurso/-/detalle/21274/c.c.-vialia?langId=es_ES&tp=40&ctre=226,"Avda de la Estación, nº s/n 36001 Pontevedra - Pontevedra",Centros comerciales,,+34 981 164 256,pontevedra@vialia.es,http://www.vialia.es/
CAFE - BAR LA RANA VERDE,https://www.turismo.gal/recurso/-/detalle/v-po-009649/cafe-bar-la-rana-verde?langId=es_ES&tp=1001549&ctre=40000240,"Calle Cruz Gallastegui, nº 4 36003 Pontevedra - Pontevedra",Café bar,,,,
CAFE - BAR PLAZA DE ABASTOS,https://www.turismo.gal/recurso/-/detalle/v-po-008271/cafe-bar-plaza-de-abastos?langId=es_ES&tp=1001549&ctre=40000240,"Calle Sierra - (Mercado de Abastos), nº 5 - Posto 3 - 4 36001 Pontevedra - Pontevedra",Café bar,,,,
CAFE BAR 29 30,https://www.turismo.gal/recurso/-/detalle/v-po-007552/cafe-bar-29-30?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Filgueira, nº 3 36150 Pontevedra - Pontevedra",Café bar,,,,
CAFE BAR A DEVESA 8,https://www.turismo.gal/recurso/-/detalle/160308000023/cafe-bar-a-devesa-8?langId=es_ES&tp=1001549&ctre=40000240,"Calle A BARCA, nº 2 36002 Pontevedra - Pontevedra",Café bar,,,,http://www.adevesa.es/
CAFE BAR A PARADA,https://www.turismo.gal/recurso/-/detalle/180530000521/cafe-bar-a-parada?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Avenida de Marín , nº 1 36003 Pontevedra - Pontevedra",Café bar,,,manolo.aparada@gmail.com,
CAFE BAR AMOFREI,https://www.turismo.gal/recurso/-/detalle/211130000286/cafe-bar-amofrei?langId=es_ES&tp=1001549&ctre=40000240,"Avenida Avenida Portugal (UNED - Monteporreiro), nº 1 36162 Pontevedra - Pontevedra",Café bar,,,,
CAFE BAR APOLO,https://www.turismo.gal/recurso/-/detalle/v-po-000124/cafe-bar-apolo?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Antoniño, nº 7 36002 Pontevedra - Pontevedra",Café bar,,,,
CAFE BAR ARUME,https://www.turismo.gal/recurso/-/detalle/v-po-004093/cafe-bar-arume?langId=es_ES&tp=1001549&ctre=40000240,"Calle Joaquín Costa, nº 79 36004 Pontevedra - Pontevedra",Café bar,,,,
CAFE BAR BLUE,https://www.turismo.gal/recurso/-/detalle/191023000261/cafe-bar-blue?langId=es_ES&tp=1001549&ctre=40000240,Carretera CABANAS N550 KM125 36143 Pontevedra - Pontevedra,Café bar,,,,
CAFE BAR CULTURAL LEREZ,https://www.turismo.gal/recurso/-/detalle/210310000984/cafe-bar-cultural-lerez?langId=es_ES&tp=1001549&ctre=40000240,"Rúa Leandro del Río, nº 12 36156 Pontevedra - Pontevedra",Café bar,,,,
PASARELA,https://www.turismo.gal/recurso/-/detalle/v-po-007399/pasarela?langId=es_ES&tp=1001549&ctre=40000240,"Calle JOSE ADRIO BARREIRO, nº 4 36004 Pontevedra - Pontevedra",Café bar,,,,
CAFÉ BAR LA ESTRELLA,https://www.turismo.gal/recurso/-/detalle/190729000395/cafe-bar-la-estrella?langId=es_ES&tp=1001549&ctre=40000240,"Calle Abundancia, nº 8 36004 Pontevedra - Pontevedra",Café bar,,,angelicasotoramirez73@gmail.com,
CAFE BAR LA TERRAZA,https://www.turismo.gal/recurso/-/detalle/v-po-007206/cafe-bar-la-terraza?langId=es_ES&tp=1001549&ctre=40000240,"Lg. San Caetano , nº 33 36001 Pontevedra - Pontevedra",Café bar,,,,
CAFE BAR MAZAGAN,https://www.turismo.gal/recurso/-/detalle/v-po-002327/cafe-bar-mazagan?langId=es_ES&tp=1001549&ctre=40000240,"Calle Loureiro Crespo, nº 19 36002 Pontevedra - Pontevedra",Café bar,,,contabilidad@gestoriafuentes.com,
CAFÉ BAR MODERNO,https://www.turismo.gal/recurso/-/detalle/v-po-009261/cafe-bar-moderno?langId=es_ES&tp=1001549&ctre=40000240,"Plaza San José, nº 3 36001 Pontevedra - Pontevedra",Café bar,,,arismartineznanuel@gmail.com,
CAFE BAR OS CARBALLOS,https://www.turismo.gal/recurso/-/detalle/v-po-007842/cafe-bar-os-carballos?langId=es_ES&tp=1001549&ctre=40000240,"Plaza Praza da Verdura, nº 9 36002 Pontevedra - Pontevedra",Café bar,,,prietocal@yahoo.es,
CAFÉ BAR RÍAS BAJAS,https://www.turismo.gal/recurso/-/detalle/210309000803/cafe-bar-rias-bajas?langId=es_ES&tp=1001549&ctre=40000240,"Calle Castelao, nº 2 36001 Pontevedra - Pontevedra",Café bar,,,,
CAFÉ BAR SOL,https://www.turismo.gal/recurso/-/detalle/210321001857/cafe-bar-sol?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Porta do Sol - Lérez, nº 33 36156 Pontevedra - Pontevedra",Café bar,,,,
CAFE BAR T Y J,https://www.turismo.gal/recurso/-/detalle/v-po-002040/cafe-bar-t-y-j?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Cabanas, nº 25 36143 Pontevedra - Pontevedra",Café bar,,,cafebartyj@gmail.com,
CAFE BAR TRIBUNA,https://www.turismo.gal/recurso/-/detalle/v-po-006890/cafe-bar-tribuna?langId=es_ES&tp=1001549&ctre=40000240,"Calle Conde Bugallal, nº 1 36004 Pontevedra - Pontevedra",Café bar,,,natividadtohux@gmail.com,
CAFE BAR XUNTA DE GALICIA PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/210305000349/cafe-bar-xunta-de-galicia-pontevedra?langId=es_ES&tp=1001549&ctre=40000240,"Avenida María Victoria Moreno, nº 43 36003 Pontevedra - Pontevedra",Café bar,,,comercial@grupozaka.com,
CAFE BAR YUYI,https://www.turismo.gal/recurso/-/detalle/v-po-006563/cafe-bar-yuyi?langId=es_ES&tp=1001549&ctre=40000240,"Calle Gerardo Alvarez Limeses, nº 4 36004 Pontevedra - Pontevedra",Café bar,,,bazanreyesjuan@gmail.com,
CAFÉ BOGOTÁ BAR,https://www.turismo.gal/recurso/-/detalle/v-po-000958/cafe-bogota-bar?langId=es_ES&tp=1001549&ctre=40000240,"Calle Joaquín Costa, nº 42 36001 Pontevedra - Pontevedra",Café bar,,,,
CAFE CENTRAL,https://www.turismo.gal/recurso/-/detalle/c-po-000787/cafe-central?langId=es_ES&tp=1001550&ctre=40000242,"Calle PEREGRINA, nº 30 36002 Pontevedra - Pontevedra",Cafetería,,+34 886 202 870,CAFECENTRALPONTEVEDRA@GMAIL.COM,
CAFE COLON,https://www.turismo.gal/recurso/-/detalle/c-po-000157/cafe-colon?langId=es_ES&tp=1001550&ctre=40000242,"Paseo Paseo De Colón, nº 18 36002 Pontevedra - Pontevedra",Cafetería,,+34 629 844 383,cafecentralpontevedra@gamil.com,
CAFÉ JOSMAR,https://www.turismo.gal/recurso/-/detalle/v-po-004138/cafe-josmar?langId=es_ES&tp=1001549&ctre=40000240,"Calle Augusto García Sánchez, nº 1 36001 Pontevedra - Pontevedra",Café bar,,,,
CAFE MUSEO DA HISTORIA,https://www.turismo.gal/recurso/-/detalle/v-po-000847/cafe-museo-da-historia?langId=es_ES&tp=1001549&ctre=40000240,"Calle Arzobispo Malvar, nº 30 36002 Pontevedra - Pontevedra",Café bar,,,FERFETA@HOTMAIL.COM,
CAFE SUPREMO,https://www.turismo.gal/recurso/-/detalle/v-po-008648/cafe-supremo?langId=es_ES&tp=1001549&ctre=40000240,"Calle Do Forno, nº 1 36003 Pontevedra - Pontevedra",Café bar,,,supremocafe@hotmail.com,
CAFÉ-BAR A CAÑOTA,https://www.turismo.gal/recurso/-/detalle/150714000065/cafe-bar-a-canota?langId=es_ES&tp=1001549&ctre=40000240,"LG. A CAÑOTA, nº 4 36156 Pontevedra - Pontevedra",Café bar,,+34 697 327 484,,
CAFE-BAR A D'OUTEIRO,https://www.turismo.gal/recurso/-/detalle/v-po-007867/cafe-bar-a-d-outeiro?langId=es_ES&tp=1001549&ctre=40000240,"Calle Alemania, nº 60 36162 Pontevedra - Pontevedra",Café bar,,,,
CAFE-BAR AROMAS,https://www.turismo.gal/recurso/-/detalle/v-po-009878/cafe-bar-aromas?langId=es_ES&tp=1001549&ctre=40000240,"Calle Mariscal Pardo de Cela, nº 7 36002 Pontevedra - Pontevedra",Café bar,,,,
CAFE-BAR LA CUEVA,https://www.turismo.gal/recurso/-/detalle/v-po-007594/cafe-bar-la-cueva?langId=es_ES&tp=1001549&ctre=40000240,"Calle Mariscal Pardo de Cela, nº 5 36001 Pontevedra - Pontevedra",Café bar,,,,
CAFÉ-BAR LA ESQUINA,https://www.turismo.gal/recurso/-/detalle/150626000150/cafe-bar-la-esquina?langId=es_ES&tp=1001549&ctre=40000240,PZ. CITARA Nº 1 36004 Pontevedra - Pontevedra,Café bar,,+34 655 926 498,,
CAFÉ-BAR MADUSA,https://www.turismo.gal/recurso/-/detalle/v-po-005524/cafe-bar-madusa?langId=es_ES&tp=1001549&ctre=40000240,"LG. CAMPAÑO DE ARRIBA, 27 - CAMPAÑO 0 Pontevedra - Pontevedra",Café bar,,,,
CAFÉ-BAR SAN REMO,https://www.turismo.gal/recurso/-/detalle/v-po-002065/cafe-bar-san-remo?langId=es_ES&tp=1001549&ctre=40000240,GALERIAS VIRGEN DEL CAMINO PONTEVEDRA 0 Pontevedra - Pontevedra,Café bar,,,,
CAFETARIA BERKANA,https://www.turismo.gal/recurso/-/detalle/c-po-001188/cafetaria-berkana?langId=es_ES&tp=1001550&ctre=40000242,"Plaza Da Cítara , nº 3 36004 Pontevedra - Pontevedra",Cafetería,,,,
CAFETERIA A DEVESA - CAMPOLONGO,https://www.turismo.gal/recurso/-/detalle/c-po-001129/cafeteria-a-devesa-campolongo?langId=es_ES&tp=1001550&ctre=40000242,"Plaza Veiga Da Eira, nº 3 36003 Pontevedra - Pontevedra",Cafetería,,,,http://www.adevesa.es/
CAFETERIA ACUÑA,https://www.turismo.gal/recurso/-/detalle/230929000455/cafeteria-acuna?langId=es_ES&tp=1001549&ctre=40000240,"Calle Benito Corbal, nº 1 36001 Pontevedra - Pontevedra",Café bar,,+34 986 861 099,acunovacb@gmail.com,
CAFETERIA ACUÑA,https://www.turismo.gal/recurso/-/detalle/c-po-001176/cafeteria-acuna-?langId=es_ES&tp=1001550&ctre=40000242,"Calle San Mauro, nº 13 36004 Pontevedra - Pontevedra",Cafetería,,+34 986 861 099,,
CAFETERIA HOTEL GALICIA PALACE,https://www.turismo.gal/recurso/-/detalle/240520000398/cafeteria-hotel-galicia-palace?langId=es_ES&tp=1001550&ctre=40000242,"Avenida De Vigo, nº 3 36003 Pontevedra - Pontevedra",Cafetería,,+34 986 864 411,reservas@galiciapalace.com,http://www.galiciapalace.com/
CAFETERIA LEX,https://www.turismo.gal/recurso/-/detalle/c-po-000809/cafeteria-lex?langId=es_ES&tp=1001550&ctre=40000242,"Plaza Fermín Bouza Brey, nº 3 36004 Pontevedra - Pontevedra",Cafetería,,+34 627 746 247,nuevoibiza188@gmail.com,
CAFETERIA PASAJE,https://www.turismo.gal/recurso/-/detalle/c-po-000327/cafeteria-pasaje?langId=es_ES&tp=1001550&ctre=40000242,"Calle Soportais da Ferreria - Esquina S. Sebastián, nº 6 Pontevedra - Pontevedra",Cafetería,,+34 986 212 135 / +34 607 765 140,pasajaedelcamino@gmail.com,
CAFETERIA QUECHE,https://www.turismo.gal/recurso/-/detalle/c-po-000790/cafeteria-queche?langId=es_ES&tp=1001550&ctre=40000242,"Calle Javier Puig Lamas, nº 17 36002 Pontevedra - Pontevedra",Cafetería,,+34 655 446 226,,
CAFETERIA-RESTAURANTE MERCANTIL PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/170223000083/cafeteria-restaurante-mercantil-pontevedra?langId=es_ES&tp=24&ctre=142,"Lg. Cons, nº 32 36164 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 851 670,,
CAFETÍN,https://www.turismo.gal/recurso/-/detalle/1435/cafetin?langId=es_ES&tp=24&ctre=142,RUA ALAMEDA 1 36003 Pontevedra - Pontevedra,Restaurante,3º Categoría - 2 Tenedores,+34 986 847 873,,
CALIMA,https://www.turismo.gal/recurso/-/detalle/180508000072/calima?langId=es_ES&tp=1001549&ctre=40000240,"Calle Licenciado Francisco de Paula Cousiño, nº 16 36002 Pontevedra - Pontevedra",Café bar,,,paulitamare10@gmail.com,
CAMBALACHE,https://www.turismo.gal/recurso/-/detalle/211222000182/cambalache?langId=es_ES&tp=24&ctre=142,"Calle Eduardo Pondal, nº 4 36003 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,cambalachepontevedra@gmail.com,
CAMBALACHE,https://www.turismo.gal/recurso/-/detalle/280197974/cambalache?langId=es_ES&tp=24&ctre=142,"RÚA COBIÁN ROFFIGNAC, 9, BAIXO 36002 Pontevedra - Pontevedra",Restaurante,3º Categoría - 2 Tenedores,,boavila@pizzeriascambalache.es,http://www.restaurantescambalache.es/
CAMIÑO REAL,https://www.turismo.gal/recurso/-/detalle/36732/camino-real?langId=es_ES&tp=67&ctre=135,nº 70 36152 Pontevedra - Pontevedra,Pensión,2 estrellas,,,
CAMPANA,https://www.turismo.gal/recurso/-/detalle/v-po-003315/campana?langId=es_ES&tp=1001549&ctre=40000240,MOURENTE - EIROS Nº 4 BAIXO 162 Pontevedra - Pontevedra,Café bar,,,,
CAMPANIOLA,https://www.turismo.gal/recurso/-/detalle/268790691/campaniola?langId=es_ES&tp=22&ctre=129,"Calle Cabaleiro , nº 35 36157 Pontevedra - Pontevedra",Hotel,2 Estrellas,,info@campaniola.es,
CAMPANIOLA,https://www.turismo.gal/recurso/-/detalle/274930810/campaniola?langId=es_ES&tp=24&ctre=142,"Lg. Cabaleiro, nº 35 36157 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 886 166 910,recepcion@hotelruralcampaniola.com,
CAMPELOS DE COTO,https://www.turismo.gal/recurso/-/detalle/210305000382/campelos-de-coto?langId=es_ES&tp=1001549&ctre=40000240,"Polígono Industrial o Campiño, nº 27 36158 Pontevedra - Pontevedra",Café bar,,,,
CANDELA GRILL,https://www.turismo.gal/recurso/-/detalle/15546/candela-grill?langId=es_ES&tp=24&ctre=142,"Calle Real, nº 4 36002 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,,,
"CAÑON DE PAO, O",https://www.turismo.gal/recurso/-/detalle/v-po-002807/canon-de-pao-o?langId=es_ES&tp=1001549&ctre=40000240,PRAZA DE BARCELOS 18-B PONTEVEDRA 0 Pontevedra - Pontevedra,Café bar,,,,
CANTINA DEL CHARRO,https://www.turismo.gal/recurso/-/detalle/15568/cantina-del-charro?langId=es_ES&tp=24&ctre=142,"ALAMEDA, 14 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 862 200,,
CAPELA DA VIRXE PEREGRINA,https://www.turismo.gal/recurso/-/detalle/3271/capela-da-virxe-peregrina?langId=es_ES&tp=8&ctre=31,"Plaza da Peregrina, nº s/n 36002 Pontevedra - Pontevedra",Iglesia,,,,
CAPELA DE SAN ROQUE,https://www.turismo.gal/recurso/-/detalle/3273/capela-de-san-roque?langId=es_ES&tp=8&ctre=31,"Calle San Roque, nº s/n 36002 Pontevedra - Pontevedra",Iglesia,,,,
CAPRI I,https://www.turismo.gal/recurso/-/detalle/160323000132/capri-i?langId=es_ES&tp=1001549&ctre=40000240,"Calle GARCIA CAMBA, nº 4 36001 Pontevedra - Pontevedra",Café bar,,+34 986 852 397,confiteria@capripontevedra.com,
CARABELA,https://www.turismo.gal/recurso/-/detalle/v-po-000204/carabela?langId=es_ES&tp=1001549&ctre=40000240,"Plaza Da Estrela, nº nº 1 36002 Pontevedra - Pontevedra",Café bar,,,beatrizpaulacarames@hotmail.com,
CARALLO 29,https://www.turismo.gal/recurso/-/detalle/v-po-006767/carallo-29?langId=es_ES&tp=1001549&ctre=40000240,"Calle César Boente, nº 2 36002 Pontevedra - Pontevedra",Café bar,,,,
CARMEN CASTRO,https://www.turismo.gal/recurso/-/detalle/210311001329/carmen-castro?langId=es_ES&tp=1001549&ctre=40000240,"Lugar Hermida, nº 67 Pontevedra - Pontevedra",Café bar,,,,
CAROLO GASTRO-BAR,https://www.turismo.gal/recurso/-/detalle/v-po-000991/carolo-gastro-bar?langId=es_ES&tp=1001549&ctre=40000240,"Calle Alameda, nº 2 36002 Pontevedra - Pontevedra",Café bar,,,caroloeugenio@gmail.com,
CARREFOUR PONTEVEDRA,https://www.turismo.gal/recurso/-/detalle/21267/carrefour-pontevedra?langId=es_ES&tp=40&ctre=227,"Rúa de San Blas, s/n 36143 Pontevedra - Pontevedra",Hipermercados,,+34 986 869 300,,http://www.carrefour.es/
CASA BEREBERES,https://www.turismo.gal/recurso/-/detalle/15544/casa-bereberes?langId=es_ES&tp=24&ctre=142,"Calle Conde Bugallal, nº 86 36004 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 616 232 357,LABORAL@LABORSENN.ES,
CASA BOULLOSA,https://www.turismo.gal/recurso/-/detalle/v-po-006514/casa-boullosa?langId=es_ES&tp=1001549&ctre=40000240,RAMON OTERO PEDRAYO 5 PONTEVEDRA 36161 Pontevedra - Pontevedra,Café bar,,,,
CASA BRAVO,https://www.turismo.gal/recurso/-/detalle/259612197/casa-bravo?langId=es_ES&tp=71&ctre=134,nº 2 36152 Pontevedra - Pontevedra,Turismo rural,Grupo-B (Casa de Aldea),+34 986 866 480,miguel@casaobravo.com,http://www.casaobravo.com/
CASA CELSA,https://www.turismo.gal/recurso/-/detalle/15570/casa-celsa?langId=es_ES&tp=24&ctre=142,"Avenida Marqués de Valterra , nº 29 36190 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 890 543,,
CASA CONSISTORIAL,https://www.turismo.gal/recurso/-/detalle/6817/casa-consistorial?langId=es_ES&tp=9&ctre=39,Plaza de España 36002 Pontevedra - Pontevedra,Edificio singular,,+34 986 804 300,,
CASA DAS CARAS,https://www.turismo.gal/recurso/-/detalle/20528/casa-das-caras?langId=es_ES&tp=9&ctre=37,Plaza da Estrella 36002 Pontevedra - Pontevedra,Casa grande,,,,
CASA DE GONZÁLEZ ZÚÑIGA,https://www.turismo.gal/recurso/-/detalle/26192/casa-de-gonzalez-zuniga?langId=es_ES&tp=9&ctre=39,"Calle González Zúñiga, nº 1 36001 Pontevedra - Pontevedra",Edificio singular,,,,
CASA DO BARÓN,https://www.turismo.gal/recurso/-/detalle/26231/casa-do-baron?langId=es_ES&tp=9&ctre=36,"Calle Barón, nº 19 36002 Pontevedra - Pontevedra",Pazo,,+34 986 855 800,,
CASA DO MAR,https://www.turismo.gal/recurso/-/detalle/v-po-007890/casa-do-mar?langId=es_ES&tp=1001549&ctre=40000240,"CALLE SIMON BOLIVAR, S/N - MOLLABAO 0 Pontevedra - Pontevedra",Café bar,,,,
CASA DURÁN,https://www.turismo.gal/recurso/-/detalle/r-po-000794/casa-duran?langId=es_ES&tp=24&ctre=142,"Virgen del Camino, nº 17 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 645 236 441,carova1980@gmail.com,
CASA ELVIRA,https://www.turismo.gal/recurso/-/detalle/15572/casa-elvira?langId=es_ES&tp=24&ctre=142,"Cobian Areal, 10 36001 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 986 845 474,,
CASA FIDEL O PULPEIRO,https://www.turismo.gal/recurso/-/detalle/v-po-000240/casa-fidel-o-pulpeiro?langId=es_ES&tp=1001549&ctre=40000240,"Calle San Nicolás, nº 7 36002 Pontevedra - Pontevedra",Café bar,,,casafidel@gmail.com,
CASA FINA,https://www.turismo.gal/recurso/-/detalle/v-po-008631/casa-fina?langId=es_ES&tp=1001549&ctre=40000240,"Lg. O Gabián, nº 14 36151 Pontevedra - Pontevedra",Café bar,,,,
CASA GÓTICA OU CASA DAS CAMPÁS,https://www.turismo.gal/recurso/-/detalle/200616000299/casa-gotica-ou-casa-das-campas?langId=es_ES&tp=9&ctre=39,"Calle Don Filiberto, nº 9 Pontevedra - Pontevedra",Edificio singular,,,,
CASA HERMINDA,https://www.turismo.gal/recurso/-/detalle/210321001854/casa-herminda?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Covadáspera - Verducido, nº 10 36151 Pontevedra - Pontevedra",Café bar,,,,
PENSIÓN APARTAMENTO DE UNHA ESTRELA,https://www.turismo.gal/recurso/-/detalle/250414000440/pension-apartamento-de-unha-estrela-?langId=es_ES&tp=67&ctre=135,"Lugar Ponte Sampaio, nº 12 36690 Pontevedra - Pontevedra",Pensión,1 estrella,,j.estevezpazos@gmail.com,http://hostelalberguepontesampaio.com/
CASA MARUXA,https://www.turismo.gal/recurso/-/detalle/258798160/casa-maruxa?langId=es_ES&tp=67&ctre=135,"Avenida Santa María , nº 12 36002 Pontevedra - Pontevedra",Pensión,1 estrella,,casamarujapontevedra@gmail.com,
CASA MAYA BY EL MEJI,https://www.turismo.gal/recurso/-/detalle/c-po-001022/casa-maya-by-el-meji?langId=es_ES&tp=1001550&ctre=40000242,"Calle Virxe do Camiño, nº 5 36001 Pontevedra - Pontevedra",Cafetería,,+34 653 638 535,,
CASA PAMPIN,https://www.turismo.gal/recurso/-/detalle/210721000352/casa-pampin?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Sobral, nº 40 36150 Pontevedra - Pontevedra",Café bar,,,,
CASA PEPE,https://www.turismo.gal/recurso/-/detalle/170227000087/casa-pepe?langId=es_ES&tp=1001549&ctre=40000240,"Calle O MARCO-TOMEZA, nº 4 36158 Pontevedra - Pontevedra",Café bar,,,,
CASA PLAZA PEREGRINA,https://www.turismo.gal/recurso/-/detalle/26194/casa-plaza-peregrina?langId=es_ES&tp=9&ctre=39,Plaza da Peregrina 36001 Pontevedra - Pontevedra,Edificio singular,,,,
CASA REY,https://www.turismo.gal/recurso/-/detalle/210306000439/casa-rey?langId=es_ES&tp=1001549&ctre=40000240,"Lg. O Sobral - San Andrés de Xeve, nº 47 36150 Pontevedra - Pontevedra",Café bar,,,,
CASA RIVAS,https://www.turismo.gal/recurso/-/detalle/v-po-003292/casa-rivas?langId=es_ES&tp=1001549&ctre=40000240,"Lg. Gato Morto, nº 78 36151 Pontevedra - Pontevedra",Café bar,,,marcopontevedra@hotmail.com,
CASA SANTIAGO,https://www.turismo.gal/recurso/-/detalle/r-po-000800/casa-santiago?langId=es_ES&tp=24&ctre=142,"Sabaris, nº 54 36157 Pontevedra - Pontevedra",Restaurante,4ª Categoría - 1 Tenedor,+34 606 736 063,,
CASA VERDUN,https://www.turismo.gal/recurso/-/detalle/v-po-006707/casa-verdun?langId=es_ES&tp=1001549&ctre=40000240,"C/ REAL, 46 0 Pontevedra - Pontevedra",Café bar,,,,
CASA VILLA PILAR,https://www.turismo.gal/recurso/-/detalle/26195/casa-villa-pilar?langId=es_ES&tp=9&ctre=39,Calle Marqués de Riestra 36001 Pontevedra - Pontevedra,Edificio singular,,,,
"CASAS DE FDEZ. LÓPEZ, DE CASTRO MONTEAGUDO,...",https://www.turismo.gal/recurso/-/detalle/30883/casas-de-fdez.-lopez-de-castro-monteagudo-...?langId=es_ES&tp=9&ctre=39,"Pasantería, 10-12 36002 Pontevedra - Pontevedra",Edificio singular,,,,
CASAS HERRERÍAS,https://www.turismo.gal/recurso/-/detalle/26196/casas-herrerias?langId=es_ES&tp=9&ctre=39,Plaza da Herrería 36002 Pontevedra - Pontevedra,Edificio singular,,,,
