nombre,link,direccion,tipo,categoria,telefono,email
ATALAYA I,https://www.turismo.gal/recurso/-/detalle/2322/atalaya-i?langId=es_ES&tp=22&ctre=129,"Travesía Arturo Fontán Bouzas, nº 86 36970 Sanxenxo - Pontevedra",Hotel,2 Estrellas,+34 986 727 012,reservas@hotelesatalaya.com
ATALAYA II,https://www.turismo.gal/recurso/-/detalle/11220/atalaya-ii?langId=es_ES&tp=22&ctre=129,"Calle Progreso, nº 91 36970 Sanxenxo - Pontevedra",Hotel,3 Estrellas,+34 986 727 982 / +34 986 727 012,info@hotelesatalaya.com
ATLÁNTICO,https://www.turismo.gal/recurso/-/detalle/31897/atlantico?langId=es_ES&tp=22&ctre=129,"Calle García Barbón , nº 35 36201 Vigo - Pontevedra",Hotel,2 Estrellas,+34 986 220 530,email@hotelatlanticovigo.com
ATLÁNTICO,https://www.turismo.gal/recurso/-/detalle/32506/atlantico?langId=es_ES&tp=67&ctre=135,"R/ PADRE FERNANDO OLMEDO, 38 36002 Pontevedra - Pontevedra",Pensión,1 estrella,+34 986 861 551,info@hostalatlantico.es
ATLÁNTICO APARTAMENTOS DE TURISMO,https://www.turismo.gal/recurso/-/detalle/37868/atlantico-apartamentos-de-turismo?langId=es_ES&tp=68&ctre=130,nº 20 36316 Gondomar - Pontevedra,Apartamento,Apartamentos 3 Llaves,+34 986 465 077,apartamentosatlantico@telefonica.net
ATLANTICO PLAYA,https://www.turismo.gal/recurso/-/detalle/200522000134/atlantico-playa?langId=es_ES&tp=68&ctre=130,"Calle Montalvo, nº 66 36979 Sanxenxo - Pontevedra",Apartamento,Apartamentos 1 Llave,+34 686 950 415,atlantico.playa.2020@gmail.com
AUGADOCE,https://www.turismo.gal/recurso/-/detalle/190503000016/augadoce?langId=es_ES&tp=67&ctre=135,"Calle Cristillón, nº 13 36388 Gondomar - Pontevedra",Pensión,1 estrella,,jorgedominguezlorenzo92@gmail.com
AUGUSTA ECO WELLNESS RESORT I,https://www.turismo.gal/recurso/-/detalle/29568/augusta-eco-wellness-resort-i?langId=es_ES&tp=22&ctre=129,"Lugar Padriñán, nº 25 36960 Sanxenxo - Pontevedra",Hotel,4 Estrellas,,reservas@augustasanxenxo.com
AUGUSTA ECO WELLNESS RESORT II,https://www.turismo.gal/recurso/-/detalle/36418/augusta-eco-wellness-resort-ii?langId=es_ES&tp=22&ctre=129,"Lugar Padriñán, nº 25 36960 Sanxenxo - Pontevedra",Hotel,4 estrellas superior,,reservas@augustasanxenxo.com
AUGUSTO EXPRES,https://www.turismo.gal/recurso/-/detalle/180612000241/augusto-expres?langId=es_ES&tp=68&ctre=130,"Calle Progreso, nº 26 36880 A Cañiza - Pontevedra",Apartamento,Apartamentos 1 Llave,,info@apartamentos-augusto.es
AUTOCAMPER SANXENXO,https://www.turismo.gal/recurso/-/detalle/200122000226/autocamper-sanxenxo?langId=es_ES&tp=69&ctre=139,"CANELAS, nº SN 36970 Sanxenxo - Pontevedra",Camping,Camping de 2ª Categoria,886 035 466,info@autocampersanxenxo.com
AVENIDA,https://www.turismo.gal/recurso/-/detalle/2272/avenida?langId=es_ES&tp=22&ctre=129,"Calle Eduardo Pondal, nº 46 36003 Pontevedra - Pontevedra",Hotel,1 Estrella,+34 986 857 784,Reservas@avenidahotel.net
AVENIDA,https://www.turismo.gal/recurso/-/detalle/280383414/avenida?langId=es_ES&tp=67&ctre=135,AVDA. DEL PUENTE 92 CABRAL 0 Vigo - Pontevedra,Pensión,1 estrella,+34 986 262 684,
AVENIDA,https://www.turismo.gal/recurso/-/detalle/30837/avenida?langId=es_ES&tp=22&ctre=129,"Calle Julián Valverde, nº 41 36393 Baiona - Pontevedra",Hotel,1 Estrella,+34 986 354 728,hotelavenidabaiona@hotmail.com
AVENTURA RÍAS BAIXAS,https://www.turismo.gal/recurso/-/detalle/210806000184/aventura-rias-baixas?langId=es_ES&tp=69&ctre=139,"Lugar Atalaia, s/n (Viascón) 36121 Cerdedo-Cotobade - Pontevedra",Camping,2 estrellas,,info@xuncaxestion.es
AVOA REGINA,https://www.turismo.gal/recurso/-/detalle/190917000094/avoa-regina?langId=es_ES&tp=1000100&ctre=1000120,"Calle PICOTA, nº 23 36800 Redondela - Pontevedra",Albergue Turístico,,+34 604 085 701,albergueaboaregina@gmail.com
AXIS VIGO,https://www.turismo.gal/recurso/-/detalle/272507538/axis-vigo?langId=es_ES&tp=22&ctre=129,"María Berdiales , nº 22 36203 Vigo - Pontevedra",Hotel,4 Estrellas,+34 986 441 112,info@hotelaxisvigo.com
AY SÁLVORA,https://www.turismo.gal/recurso/-/detalle/280380738/ay-salvora?langId=es_ES&tp=68&ctre=130,"Arroxelo. Cons da Garda, nº 56 36988 O Grove - Pontevedra",Apartamento,Apartamentos 1 Llave,+34 986 730 762,pineiromoda@hotmail.es
AZUL,https://www.turismo.gal/recurso/-/detalle/2538/azul?langId=es_ES&tp=22&ctre=129,"Ramiranes , nº 38 36400 O Porriño - Pontevedra",Hotel,1 Estrella,+34 986 330 032,hotelazulporrino@gmail.com
B&B HOTEL VIGO,https://www.turismo.gal/recurso/-/detalle/157/b-b-hotel-vigo?langId=es_ES&tp=22&ctre=129,"Calle Alfonso XIII , nº 11 36201 Vigo - Pontevedra",Hotel,3 Estrellas,+34 986 220 220,hotel.vigo@hotelbb.com
BAHÍA,https://www.turismo.gal/recurso/-/detalle/2290/bahia?langId=es_ES&tp=22&ctre=129,"Lugar Ardia, nº 32 36989 O Grove - Pontevedra",Hotel,2 Estrellas,+34 986 732 860,
BAHÍA BAYONA,https://www.turismo.gal/recurso/-/detalle/4024/bahia-bayona?langId=es_ES&tp=22&ctre=129,"Avenida Santa Marta , nº 13 36308 Baiona - Pontevedra",Hotel,3 Estrellas,+34 986 385 004,info@hotelbahiabayona.com
BAHIA DE CHAPELA,https://www.turismo.gal/recurso/-/detalle/37735/bahia-de-chapela?langId=es_ES&tp=67&ctre=135,"Avenida Redondela, nº 14 36890 Redondela - Pontevedra",Pensión,2 estrellas,,info@bahiadechapela.com
BAHÍA DE SAN SIMÓN,https://www.turismo.gal/recurso/-/detalle/180518000257/bahia-de-san-simon?langId=es_ES&tp=67&ctre=135,"Calle Subida á Estación Vella, nº 35 36800 Redondela - Pontevedra",Pensión,2 estrellas,,bahiadesansimon@gmail.com
BAHIA DE VIGO,https://www.turismo.gal/recurso/-/detalle/504/bahia-de-vigo?langId=es_ES&tp=68&ctre=130,"Avenida Canovas del Castillo, nº 24 36202 Vigo - Pontevedra",Apartamento,Apartamentos 3 Llaves,+34 986 226 700,reservas@hotelbahiadevigo.es
BAHIA DE VIGO SA,https://www.turismo.gal/recurso/-/detalle/97/bahia-de-vigo-sa?langId=es_ES&tp=22&ctre=129,"Avenida Cánovas del Castillo , nº 24 36202 Vigo - Pontevedra",Hotel,4 Estrellas,+34 986 226 700,reservas@hotelbahiadevigo.es
BAIXA MAR,https://www.turismo.gal/recurso/-/detalle/2324/baixa-mar?langId=es_ES&tp=22&ctre=129,"Lugar Playa de Areas, nº s/n 36960 Sanxenxo - Pontevedra",Hotel,1 Estrella,+34 630 752 064,direccion.gestealoja@gmail.com
BALNEA BAIONA,https://www.turismo.gal/recurso/-/detalle/250122000211/balnea-baiona?langId=es_ES&tp=67&ctre=135,"Calle Laxe, nº 7 36300 Baiona - Pontevedra",Pensión,1 estrella,,INFO@EXPERIENCIABALNEA.COM
BALNEARIO ACUÑA,https://www.turismo.gal/recurso/-/detalle/3070/balneario-acuna?langId=es_ES&tp=22&ctre=129,"Herrería, nº 2 36650 Caldas de Reis - Pontevedra",Hotel,2 Estrellas,+34 986 540 010,reservas@relaistermal.com
BALNEARIO DAVILA,https://www.turismo.gal/recurso/-/detalle/26373/balneario-davila?langId=es_ES&tp=22&ctre=129,"Calle Laureano Salgado , nº 11 36650 Caldas de Reis - Pontevedra",Hotel,2 Estrellas,+34 986 540 012,Iinfo@balneariodavila.com
BALNEARIO DE MONDARIZ,https://www.turismo.gal/recurso/-/detalle/3076/balneario-de-mondariz?langId=es_ES&tp=22&ctre=129,Avenida Enrique Peinador 36890 Mondariz-Balneario - Pontevedra,Hotel,4 Estrellas,+34 986 656 156,reservas@balneariodemondariz.com
BALTAR,https://www.turismo.gal/recurso/-/detalle/435/baltar?langId=es_ES&tp=69&ctre=139,"Lugar Baltar, s/n (Adina) - Portonovo 36970 Sanxenxo - Pontevedra",Camping,Camping de 1ª Categoria,+34 986 691 888,info@campingbaltar.com
BARRAL,https://www.turismo.gal/recurso/-/detalle/32228/barral?langId=es_ES&tp=22&ctre=129,"Avenida de Vilariño , nº 86 36630 Cambados - Pontevedra",Hotel,1 Estrella,+34 986 543 208,
BARRAL MEU LAR,https://www.turismo.gal/recurso/-/detalle/180727000467/barral-meu-lar?langId=es_ES&tp=68&ctre=130,"Lg. Cerneira, nº 57 36645 Valga - Pontevedra",Apartamento,Apartamentos 1 Llave,,sonia@lardearousa.com
BAYONA,https://www.turismo.gal/recurso/-/detalle/2503/bayona?langId=es_ES&tp=22&ctre=129,"Calle Conde, nº 36 36300 Baiona - Pontevedra",Hotel,2 Estrellas,+34 986 355 087,
BAYONA-PLAYA,https://www.turismo.gal/recurso/-/detalle/417/bayona-playa?langId=es_ES&tp=69&ctre=139,PRAIA DA LADEIRA 0 Baiona - Pontevedra,Camping,Camping de 1ª Categoria,+34 986 350 035,campingbayona@campingbayona.com
BELA,https://www.turismo.gal/recurso/-/detalle/230803000088/bela?langId=es_ES&tp=68&ctre=130,"Calle Felix Ozamiz, nº 15 36940 Cangas - Pontevedra",Apartamento,Apartamentos 1 Llave,+34 640 385 648,apartamentosbela@gmail.com
BELÉN,https://www.turismo.gal/recurso/-/detalle/32503/belen?langId=es_ES&tp=67&ctre=135,"Antonio Nores , nº 14 36940 Cangas - Pontevedra",Pensión,2 estrellas,+34 986 300 015,pensionbelen@gmail.com
BENALÚA,https://www.turismo.gal/recurso/-/detalle/1994/benalua?langId=es_ES&tp=22&ctre=129,"Plaza Regueiro , nº 18 36626 A Illa de Arousa - Pontevedra",Hotel,2 Estrellas,+34 986 551 332 / +34 986 551 335,hotelbenalua@hotmail.com
BENITO,https://www.turismo.gal/recurso/-/detalle/32499/benito?langId=es_ES&tp=67&ctre=135,"Antonio Nores, nº 12 36940 Cangas - Pontevedra",Pensión,1 estrella,+34 986 300 015,
BESADA,https://www.turismo.gal/recurso/-/detalle/38038/besada?langId=es_ES&tp=67&ctre=135,"Peinador , nº 23 36417 Mos - Pontevedra",Pensión,1 estrella,+34 986 487 871,hostalbesada@hotmail.com
BLUU HOSTAL,https://www.turismo.gal/recurso/-/detalle/21623/bluu-hostal?langId=es_ES&tp=67&ctre=135,"Calle Antón Alonso Ríos, nº 20 36540 Silleda - Pontevedra",Pensión,2 estrellas,+34 986 580 156,
BOA POSTA,https://www.turismo.gal/recurso/-/detalle/32424/boa-posta?langId=es_ES&tp=67&ctre=135,"Lugar Aios, nº 44 36990 Sanxenxo - Pontevedra",Pensión,1 estrella,,maitemiguez@gmail.com
BOA VILA,https://www.turismo.gal/recurso/-/detalle/275116522/boa-vila?langId=es_ES&tp=22&ctre=129,"Calle Real , nº 4-6 Pontevedra - Pontevedra",Hotel,1 Estrella,+34 986 105 265,info@hotelboavila.es
BOA VISTA,https://www.turismo.gal/recurso/-/detalle/122/boa-vista?langId=es_ES&tp=22&ctre=129,36960 Sanxenxo - Pontevedra,Hotel,2 Estrellas,+34 986 745 512 / +34 986 745 562,
BOAVISTA,https://www.turismo.gal/recurso/-/detalle/9675/boavista?langId=es_ES&tp=69&ctre=139,Praia de Montalvo 36960 Sanxenxo - Pontevedra,Camping,Camping de 1ª Categoria,+34 986 720 478,
BONAIRE,https://www.turismo.gal/recurso/-/detalle/8134/bonaire?langId=es_ES&tp=22&ctre=129,"Lugar Fonte de Ons, nº 17 36990 Sanxenxo - Pontevedra",Hotel,1 Estrella,+34 986 745 299 / +34 986 742 087,info@hotelbonaire.es
"BOSQUE, EL",https://www.turismo.gal/recurso/-/detalle/2518/bosque-el?langId=es_ES&tp=22&ctre=129,nº 86 36417 Mos - Pontevedra,Hotel,1 Estrella,+34 986 486 050,info@hotelelbosque.es
BOUZADA,https://www.turismo.gal/recurso/-/detalle/258764957/bouzada?langId=es_ES&tp=67&ctre=135,"Avenida Pontevedra , nº s/n 36680 A Estrada - Pontevedra",Pensión,1 estrella,+34 986 571 452,
BOUZAS,https://www.turismo.gal/recurso/-/detalle/33649/bouzas?langId=es_ES&tp=67&ctre=135,"José de La Peña, nº 22 36208 Vigo - Pontevedra",Pensión,3 estrellas,+34 986 239 565,
BOW MONUMENTAL,https://www.turismo.gal/recurso/-/detalle/230801000020/bow-monumental?langId=es_ES&tp=68&ctre=130,"Calle Joaquín Yañez, nº 1 36202 Vigo - Pontevedra",Apartamento,Apartamentos 1 Llave,+34669412401,reservas@comoencasa.info
BRADOMIN,https://www.turismo.gal/recurso/-/detalle/277295024/bradomin?langId=es_ES&tp=22&ctre=129,"Calle Juan Carlos I , nº 29 36620 Vilanova de Arousa - Pontevedra",Hotel,2 Estrellas,+34 986 561 038,hotelbradominvillanueva@hotmail.com
BRASIL,https://www.turismo.gal/recurso/-/detalle/258795942/brasil?langId=es_ES&tp=67&ctre=135,"Calle Brasil, nº 48 36204 Vigo - Pontevedra",Pensión,1 estrella,+34 986 413 257,
BRASIL-2,https://www.turismo.gal/recurso/-/detalle/32229/brasil-2?langId=es_ES&tp=67&ctre=135,"Carretera Porriño , nº 42 0 Redondela - Pontevedra",Pensión,2 estrellas,+34 986 402 251,brasildos@hotmail.com
BRIONES,https://www.turismo.gal/recurso/-/detalle/269435723/briones?langId=es_ES&tp=67&ctre=135,"Rúa da Praia, nº 3 36630 Cambados - Pontevedra",Pensión,3 estrellas,+34 986 520 108,
BRISA,https://www.turismo.gal/recurso/-/detalle/2543/brisa?langId=es_ES&tp=22&ctre=129,nº 18 36960 Sanxenxo - Pontevedra,Hotel,1 Estrella,,reservas@hotelesbrisa.com
BRISA DA LANZADA,https://www.turismo.gal/recurso/-/detalle/260947118/brisa-da-lanzada?langId=es_ES&tp=22&ctre=129,"Lugar Telleiro, nº 18 36990 Sanxenxo - Pontevedra",Hotel,3 Estrellas,+34 986 745 606,reservas@hotelesbrisa.com
BRISA DEL MAR,https://www.turismo.gal/recurso/-/detalle/268838590/brisa-del-mar?langId=es_ES&tp=22&ctre=129,"Calle Castelao , nº 156 36980 O Grove - Pontevedra",Hotel,2 Estrellas,,info@hotelbrisadelmar.com
BRISA DO MAR,https://www.turismo.gal/recurso/-/detalle/32811/brisa-do-mar?langId=es_ES&tp=67&ctre=135,"Calle Diputación Provincial, nº 1 36970 Sanxenxo - Pontevedra",Pensión,2 estrellas,,info@brisadomar.es
"BRISAMAR, S.L.",https://www.turismo.gal/recurso/-/detalle/2303/brisamar-s.l.?langId=es_ES&tp=22&ctre=129,"Calle Donantes de Sangue , nº 72 36780 A Guarda - Pontevedra",Hotel,1 Estrella,+34 986 613 901 / +34 986 611 999,
BUDIÑO DE SERRASECA,https://www.turismo.gal/recurso/-/detalle/31302/budino-de-serraseca?langId=es_ES&tp=71&ctre=134,nº 103 36309 Oia - Pontevedra,Turismo rural,Grupo-C (Casa de Labranza),+34 986 361 856,casa@budinho.com
BUENOS AIRES,https://www.turismo.gal/recurso/-/detalle/258700589/buenos-aires?langId=es_ES&tp=67&ctre=135,"Calle Rosalía de Castro , nº 6 36201 Vigo - Pontevedra",Pensión,3 estrellas,+34 986 433 924,prbuenosaires@mundo-r.com
BULEZEN URBAN HOSTEL,https://www.turismo.gal/recurso/-/detalle/220718000389/bulezen-urban-hostel?langId=es_ES&tp=1000100&ctre=1000120,"Calle García Camba, nº 12 36001 Pontevedra - Pontevedra",Albergue Turístico,,+34 886 060 247,bulezenurbanhostel@gmail.com
CABALLEROS HIJOS DALGO DE LINARES,https://www.turismo.gal/recurso/-/detalle/11249/caballeros-hijos-dalgo-de-linares?langId=es_ES&tp=71&ctre=134,"Pousa, nº 3 36420 Crecente - Pontevedra",Turismo rural,Grupo-B (Casa de Aldea),,
CABANA DAS BOLBORETAS,https://www.turismo.gal/recurso/-/detalle/170802000020/cabana-das-bolboretas?langId=es_ES&tp=1000180&ctre=1000220,"Piñeiro, nº 9 36193 Barro - Pontevedra",Vivienda Turística,,,
CABAÑAS DE ALDÁN,https://www.turismo.gal/recurso/-/detalle/240722000406/cabanas-de-aldan?langId=es_ES&tp=68&ctre=130,"Avenida José Novas, nº 58 36946 Cangas - Pontevedra",Apartamento,Apartamentos 1 Llave,+34 619 285 708,maevagm2021@gmail.com
CABAÑAS DE XARÁS,https://www.turismo.gal/recurso/-/detalle/240808000179/cabanas-de-xaras?langId=es_ES&tp=68&ctre=130,"Barrio Poblado Cabodevila , nº 7A 36912 Marín - Pontevedra",Apartamento,Apartamentos 1 Llave,+34 651 871 954,vivipv@hotmail.es
CABAÑAS MARIÑEIRAS DE CABO UDRA,https://www.turismo.gal/recurso/-/detalle/210723000397/cabanas-marineiras-de-cabo-udra?langId=es_ES&tp=69&ctre=139,36937 Bueu - Pontevedra,Camping,2 estrellas,+34 986 953 704,info@cabanasdeudra.com
CABICASTRO,https://www.turismo.gal/recurso/-/detalle/156/cabicastro?langId=es_ES&tp=22&ctre=129,"Playa Canelas, nº 18 36970 Sanxenxo - Pontevedra",Hotel,3 estrellas superior,+34 986 691 739 / +34 986 690 848,info@cabicastro.com
CACHADA,https://www.turismo.gal/recurso/-/detalle/258797391/cachada?langId=es_ES&tp=22&ctre=129,nº 11 36969 Sanxenxo - Pontevedra,Hotel,2 Estrellas,+34 986 690 645,hotelcachada@gmail.com
CACHADA TURHOUSE,https://www.turismo.gal/recurso/-/detalle/210713000245/cachada-turhouse?langId=es_ES&tp=1000180&ctre=1000220,"Calle Rúa Da Cachada, nº 8 36415 Mos - Pontevedra",Vivienda Turística,,+34 669 631 454,acasadosparladoiros@gmail.com
CACHADELOS,https://www.turismo.gal/recurso/-/detalle/442/cachadelos?langId=es_ES&tp=69&ctre=139,ESTDA. PONTEVEDRA O GROVE 36620 Sanxenxo - Pontevedra,Camping,Camping de 1ª Categoria,+34 986 745 592,c.cachadelos@campingcachadelos.com
CACHALOTE,https://www.turismo.gal/recurso/-/detalle/2544/cachalote?langId=es_ES&tp=22&ctre=129,"Avenida Marina , nº s/n 36970 Sanxenxo - Pontevedra",Hotel,1 Estrella,+34 986 720 852,info@hotelcachalote.es
CACHOPAL,https://www.turismo.gal/recurso/-/detalle/280380971/cachopal?langId=es_ES&tp=67&ctre=135,nº 91 36990 Sanxenxo - Pontevedra,Pensión,1 estrella,+34 986 745 685,info@pensionbarcachopal.com
CAIS,https://www.turismo.gal/recurso/-/detalle/2504/cais?langId=es_ES&tp=22&ctre=129,"Calle Alférez Barreiro , nº 3 36300 Baiona - Pontevedra",Hotel,1 Estrella,+34 986 355 643,
CAMIÑO REAL,https://www.turismo.gal/recurso/-/detalle/36732/camino-real?langId=es_ES&tp=67&ctre=135,nº 70 36152 Pontevedra - Pontevedra,Pensión,2 estrellas,,
CAMINO SANTIAGO PORRIÑO,https://www.turismo.gal/recurso/-/detalle/190405000083/camino-santiago-porrino?langId=es_ES&tp=1000100&ctre=1000120,"Calle Servando Ramilo, nº 17 36400 O Porriño - Pontevedra",Albergue Turístico,,,jrcc.cuerdocastro@gmail.com
CAMPANIOLA,https://www.turismo.gal/recurso/-/detalle/268790691/campaniola?langId=es_ES&tp=22&ctre=129,"Calle Cabaleiro , nº 35 36157 Pontevedra - Pontevedra",Hotel,2 Estrellas,,info@campaniola.es
CÁMPING ALDÁN,https://www.turismo.gal/recurso/-/detalle/418/camping-aldan?langId=es_ES&tp=69&ctre=139,36620 Cangas - Pontevedra,Camping,Camping de 2ª Categoria,+34 986 329 468,campingaldan@terra.es
CÁMPING ARCO IRIS 2,https://www.turismo.gal/recurso/-/detalle/210215000055/camping-arco-iris-2?langId=es_ES&tp=69&ctre=139,Praia do Terrón (Caleiro) 36620 Vilanova de Arousa - Pontevedra,Camping,1 estrella,,h_arcoiris@hotmail.com
CAMPING HÍO,https://www.turismo.gal/recurso/-/detalle/280383191/camping-hio?langId=es_ES&tp=69&ctre=139,"Calle Punta Ameixide , nº 24 36945 Cangas - Pontevedra",Camping,2 estrellas,+34 607 329 843,campinghio@gmail.com
CÁMPING MOUGÁS,https://www.turismo.gal/recurso/-/detalle/11581/camping-mougas?langId=es_ES&tp=69&ctre=139,"MOUGÁS, S/N 36390 Oia - Pontevedra",Camping,Camping de 1ª Categoria,+34 986 385 011,campingmougas@campingmougas.es
CÁMPING OS CARBALLOS,https://www.turismo.gal/recurso/-/detalle/210614000344/camping-os-carballos?langId=es_ES&tp=69&ctre=139,"Camino Os Carballos, nº sn 36945 Cangas - Pontevedra",Camping,Camping de 2ª Categoria,,pabloferreirolorenzo3@gmail.com
CANADÁ,https://www.turismo.gal/recurso/-/detalle/7071/canada?langId=es_ES&tp=68&ctre=130,"Calle Rabo de Porco, nº 3 36992 Poio - Pontevedra",Apartamento,Apartamentos 1 Llave,+34 986 740 450,aptcanada@hotmail.es
CANDO,https://www.turismo.gal/recurso/-/detalle/258863145/cando?langId=es_ES&tp=67&ctre=135,"LG. RAMIRANS, 1º ESQDA. 14 RAMIRANS 0 O Porriño - Pontevedra",Pensión,1 estrella,+34 986 333 471,
CANELAS 22,https://www.turismo.gal/recurso/-/detalle/240626000827/canelas-22?langId=es_ES&tp=68&ctre=130,Lugar Canelas 36970 Sanxenxo - Pontevedra,Apartamento,Apartamentos 1 Llave,+34 672 265 905,documentacion@soalasesores.com
CANGAS,https://www.turismo.gal/recurso/-/detalle/420/cangas?langId=es_ES&tp=69&ctre=139,"Calle Beiramar, nº 3 36970 Cangas - Pontevedra",Camping,Camping de 2ª Categoria,+34 986 304 726,
CANIDO,https://www.turismo.gal/recurso/-/detalle/445/canido?langId=es_ES&tp=69&ctre=139,"Praia de Canido, nº 151 36390 Vigo - Pontevedra",Camping,Camping de 2ª Categoria,+34 986 462 072,Campcanido@terra.es
"CAÑIZA, LA",https://www.turismo.gal/recurso/-/detalle/136/caniza-la?langId=es_ES&tp=22&ctre=129,"Leboriz , nº sn 36888 A Cañiza - Pontevedra",Hotel,2 Estrellas,+34 986 751 340 / +34 986 651 111,
"CANIZO, O",https://www.turismo.gal/recurso/-/detalle/37856/canizo-o?langId=es_ES&tp=67&ctre=135,"RÚA CANIZO-NERGA- O HÍO, 40 36940 Cangas - Pontevedra",Pensión,1 estrella,+34 986 329 508,ocanizo@yahoo.es
CAPRICHO DE BASCUAS,https://www.turismo.gal/recurso/-/detalle/259840030/capricho-de-bascuas?langId=es_ES&tp=68&ctre=130,"AIOS, NOALLA, S/N 36970 Sanxenxo - Pontevedra",Apartamento,Apartamentos 2 Llaves,+34 986 720 977,caprichodebascuas@gmail.com
CARABELA,https://www.turismo.gal/recurso/-/detalle/36138/carabela?langId=es_ES&tp=67&ctre=135,"PRAIA DE AREAS, S/N 36960 Sanxenxo - Pontevedra",Pensión,2 estrellas,+34 986 720 226,
CARABELA LA PINTA,https://www.turismo.gal/recurso/-/detalle/2505/carabela-la-pinta?langId=es_ES&tp=22&ctre=129,"Calle Carabela A Pinta, nº s/n 36300 Baiona - Pontevedra",Hotel,1 Estrella,+34 986 355 107,info@hotelcarabelapinta.com
CARACAS,https://www.turismo.gal/recurso/-/detalle/28616/caracas?langId=es_ES&tp=67&ctre=135,"LG. CORREDOIRA, 32 36500 Lalín - Pontevedra",Pensión,1 estrella,+34 986 780 436,
CARACOLA DE CABO HOME,https://www.turismo.gal/recurso/-/detalle/150625000142/caracola-de-cabo-home?langId=es_ES&tp=67&ctre=135,"Calle Couñal, nº 1 36945 Cangas - Pontevedra",Pensión,2 estrellas,+34 986 329 090,info@caracoladecabohome.es
CARAMÉS,https://www.turismo.gal/recurso/-/detalle/503/carames?langId=es_ES&tp=68&ctre=130,"Lg. De Aios , nº 4 36700 Sanxenxo - Pontevedra",Apartamento,Apartamentos 2 Llaves,,reservas.carames@duermingbeds.com
CARBALLO DO MARCO,https://www.turismo.gal/recurso/-/detalle/2779/carballo-do-marco?langId=es_ES&tp=69&ctre=139,"Calle Carballo do Marco , nº s/n 36880 A Cañiza - Pontevedra",Camping,Camping de 2ª Categoria,+34 986 652 126,
CARIBE,https://www.turismo.gal/recurso/-/detalle/131/caribe?langId=es_ES&tp=22&ctre=129,"Calle Fonte de Ons , nº 21 36960 Sanxenxo - Pontevedra",Hotel,2 Estrellas,+34 986 745 454,info@hotelcaribe.es
"CARIBE, MOTEL",https://www.turismo.gal/recurso/-/detalle/32794/caribe-motel?langId=es_ES&tp=22&ctre=129,"Cañiza , nº 41 36213 Vigo - Pontevedra",Hotel,3 Estrellas,+34 986 238 484,ogando1968@hotmail.com
CARISÁN,https://www.turismo.gal/recurso/-/detalle/2509/carisan?langId=es_ES&tp=22&ctre=129,"R/ ALEXANDRE BÓVEDA, 3 36630 Cambados - Pontevedra",Hotel,2 Estrellas,+34 986 520 108 / +34 986 543 397,
CARPINTEIRAS,https://www.turismo.gal/recurso/-/detalle/21790/carpinteiras?langId=es_ES&tp=67&ctre=135,"Carretera Xeral , nº 62 36530 Rodeiro - Pontevedra",Pensión,2 estrellas,+34 986 790 196,
CAS DO MESTRE,https://www.turismo.gal/recurso/-/detalle/31516/cas-do-mestre?langId=es_ES&tp=71&ctre=134,"SUCASTRO, nº 17 36830 A Lama - Pontevedra",Turismo rural,Grupo-B (Casa de Aldea),,galiciavillas@gmail.com
,https://www.turismo.gal/recurso/-/detalle/2505/carabela-la-pinta?langId=es_ES&tp=22&ctre=129,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
CASA AMEIROS,https://www.turismo.gal/recurso/-/detalle/33155/casa-ameiros?langId=es_ES&tp=22&ctre=129,"Lugar Campos de San Vicente , nº 10 36989 O Grove - Pontevedra",Hotel,1 Estrella,+34 986 738 061,
CASA AMENEIROS,https://www.turismo.gal/recurso/-/detalle/260014091/casa-ameneiros?langId=es_ES&tp=71&ctre=134,nº 7 36970 Sanxenxo - Pontevedra,Turismo rural,Grupo-C (Casa de Labranza),+34 986 691 070,casaameneiros@hotmail.com
CASA ANGELINA,https://www.turismo.gal/recurso/-/detalle/28523/casa-angelina?langId=es_ES&tp=67&ctre=135,"S. VICENTE - TORRE, 4 988 O Grove - Pontevedra",Pensión,2 estrellas,+34 986 738 167,reservas@casaangelina.com
CASA ANGELITA,https://www.turismo.gal/recurso/-/detalle/32014/casa-angelita?langId=es_ES&tp=22&ctre=129,"Playa de Lourido , nº 27 36163 Poio - Pontevedra",Hotel,1 Estrella,+34 986 872 770,amarisqueira@orangemail.es
CASA AURITA,https://www.turismo.gal/recurso/-/detalle/280380837/casa-aurita?langId=es_ES&tp=67&ctre=135,"Avenida León, nº 76 36960 Sanxenxo - Pontevedra",Pensión,2 estrellas,,auritasanxenxo@gmail.com
CASA BALEA,https://www.turismo.gal/recurso/-/detalle/280379098/casa-balea?langId=es_ES&tp=67&ctre=135,"Balea , nº 13 36988 O Grove - Pontevedra",Pensión,2 estrellas,,mariolinha@hotmail.es
CASA BRAVO,https://www.turismo.gal/recurso/-/detalle/180724000451/casa-bravo?langId=es_ES&tp=67&ctre=135,"Calle Igrexa, nº 15 36380 Gondomar - Pontevedra",Pensión,1 estrella,,casabravogondomar@gmail.com
CASA BRAVO,https://www.turismo.gal/recurso/-/detalle/259612197/casa-bravo?langId=es_ES&tp=71&ctre=134,nº 2 36152 Pontevedra - Pontevedra,Turismo rural,Grupo-B (Casa de Aldea),+34 986 866 480,miguel@casaobravo.com
