restaurant_url;nombre_tripadvisor;calificacion_tripadvisor;ubicacion_tripadvisor;web_tripadvisor;telefono_tripadvisor;correo_tripadvisor;acerca_de_tripadvisor;general_hours;daily_hours;features_before;features_after
https://www.tripadvisor.com/Restaurant_Review-g488307-d16866487-Reviews-Tres_Nortes-Pontevedra_Province_of_Pontevedra_Galicia.html;Tres Nortes;3.2;Praza de San Xose 2 36001 Pontevedra, 36001 Pontevedra Spain;https://www.facebook.com/315878812461895;+34 604 06 97 66;3nortessanjose@gmail.com;"About
Cozy bar where you can find healthy food from different places in northern Spain. We offer a service that makes you feel like home. We also pay attention to every detail so that you can spend a comfortable moment every time you decide to meet with us. In addition, we offer different services such as catering or take away, as well as private rooms so you can celebrate any event you want.
Features
See all features
Breakfast, Lunch, Dinner
Table Service
Seating";;;"About
Cozy bar where you can find healthy food from different places in northern Spain. We offer a service that makes you feel like home. We also pay attention to every detail so that you can spend a comfortable moment every time you decide to meet with us. In addition, we offer different services such as catering or take away, as well as private rooms so you can celebrate any event you want.";"See all features
Breakfast, Lunch, Dinner
Table Service
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d15210944-Reviews-Tragolargo-Pontevedra_Province_of_Pontevedra_Galicia.html;Tragolargo;4.7;Calle Del Puente 12, 36820 Pontevedra Spain;https://tragolargo.negocio.site/;+34 602 69 26 03;;"About
Features
See all features
Accepts Credit Cards
Lunch, Dinner
Table Service";;;About;"See all features
Accepts Credit Cards
Lunch, Dinner
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d992123-Reviews-Meson_Os_Carballos-Pontevedra_Province_of_Pontevedra_Galicia.html;Meson Os Carballos;3.9;Rua Padre Luis Maria Fernandez 5, 36002 Pontevedra Spain;;+34 986 85 40 20;;"About
Features
See all features
Lunch, Dinner
Table Service
Seating";;;About;"See all features
Lunch, Dinner
Table Service
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d10777621-Reviews-Taberna_de_Felix-Pontevedra_Province_of_Pontevedra_Galicia.html;Taberna de Felix;4.2;Figueroa, 10, 36002 Pontevedra Spain;https://www.facebook.com/155073955161162;+34 606 13 98 69;;"About
Features
See all features
Lunch, Dinner
Table Service
Seating";;;About;"See all features
Lunch, Dinner
Table Service
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d25467558-Reviews-O_Regato_Pequeno-Pontevedra_Province_of_Pontevedra_Galicia.html;O Regato Pequeno;4.9;Calle Ferreiros 25 Bajo, 36002 Pontevedra Spain;;+34 986 85 26 41;oregatopequeno@gmail.com;"About
Reatauran coma os de antes; Producto, tradición e bo facer
Features
See all features
Digital Payments, Accepts credit cards: American Express, Mastercard, Visa
Breakfast, Lunch, Dinner, Brunch, Drinks
Family style, Table Service, Takeout";;;"About
Reatauran coma os de antes; Producto, tradición e bo facer";"See all features
Digital Payments, Accepts credit cards: American Express, Mastercard, Visa
Breakfast, Lunch, Dinner, Brunch, Drinks
Family style, Table Service, Takeout"
https://www.tripadvisor.com/Restaurant_Review-g488307-d3335124-Reviews-Restaurante_Ruas-Pontevedra_Province_of_Pontevedra_Galicia.html;Restaurante Ruas;3.5;Rua Figueroa n 35 Plaza De La Leña, 36002 Pontevedra Spain;http://www.hotelruas.net/;+34 986 84 64 16;hotelruas@gmail.com;"About
Features
See all features
Lunch, Dinner, Late Night
Table Service
Outdoor Seating, Seating";;;About;"See all features
Lunch, Dinner, Late Night
Table Service
Outdoor Seating, Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d7298354-Reviews-Sidreria_Montanes-Pontevedra_Province_of_Pontevedra_Galicia.html;Sidrería Montañes;3.5;Rua Gonzalez Zuniga 6 Bajo, 36001 Pontevedra Spain;http://www.facebook.com/SidreriaMontanesPontevedra;+34 986 10 15 94;sidreriamontanes@gmail.com;"About
Features
See all features
Accepts Credit Cards
Lunch, Dinner
Table Service";;;About;"See all features
Accepts Credit Cards
Lunch, Dinner
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d992132-Reviews-Il_Piccolo-Pontevedra_Province_of_Pontevedra_Galicia.html;Il Piccolo;4.0;Rua Virgen del Camino 16, 36001 Pontevedra Spain;https://ristoranteilpiccolo.es/menu_piccolo.pdf;+34 986 85 99 99;info@ristoranteilpiccolo.es;"About
Features
See all features
Vegetarian friendly, Vegan options, Gluten free options
Accepts Credit Cards
Lunch, Dinner, Late Night";;;About;"See all features
Vegetarian friendly, Vegan options, Gluten free options
Accepts Credit Cards
Lunch, Dinner, Late Night"
https://www.tripadvisor.com/Restaurant_Review-g488307-d21321752-Reviews-Feitizo_Mediterraneo-Pontevedra_Province_of_Pontevedra_Galicia.html;Feitizo Mediterráneo;4.8;Rúa Padre Luis María Fernández, 5, 36002 Pontevedra Spain;https://feitizomediterraneo.negocio.site/;+34 644 02 38 08;feitizomediterraneo@gmail.com;"About
Healthy, Tasty And Fresh Mediterranean Food. Combination Of Colors And Flavors. Vegetarian And Vegan Offer. Surprising And Delicious Experience.
Features
See all features
Vegetarian friendly, Vegan options
Accepts Credit Cards
Lunch, Dinner";;;"About
Healthy, Tasty And Fresh Mediterranean Food. Combination Of Colors And Flavors. Vegetarian And Vegan Offer. Surprising And Delicious Experience.";"See all features
Vegetarian friendly, Vegan options
Accepts Credit Cards
Lunch, Dinner"
https://www.tripadvisor.com/Restaurant_Review-g488307-d25078340-Reviews-Taberna_Kamelia-Pontevedra_Province_of_Pontevedra_Galicia.html;Taberna Kamelia;4.8;Praza da Estrela 3, 36002 Pontevedra Spain;;+34 986 86 58 78;;"About
Features
See all features
Vegetarian friendly
Accepts Credit Cards
Lunch, Dinner";;;About;"See all features
Vegetarian friendly
Accepts Credit Cards
Lunch, Dinner"
https://www.tripadvisor.com/Restaurant_Review-g488307-d9735127-Reviews-La_Almaceria_de_las_Indias-Pontevedra_Province_of_Pontevedra_Galicia.html;La Almaceria de las Indias;3.7;Rua Santina 35, 36005 Pontevedra Spain;http://www.facebook.com/laalmaceriapontevedra;+34 986 87 08 29;laalmaceria@hotmail.com;"About
Features
See all features
Lunch, Dinner
Table Service
Seating";;;About;"See all features
Lunch, Dinner
Table Service
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d4088208-Reviews-Bar_Atrevido-Pontevedra_Province_of_Pontevedra_Galicia.html;Bar Atrevido;3.8;Lugar Ferreiros n 8 Bajo, 36157 Pontevedra Spain;https://www.facebook.com/656991807718748;+34 625 02 18 69;;"About
Features
See all features
Lunch, Dinner
Table Service
Seating";;;About;"See all features
Lunch, Dinner
Table Service
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d13948934-Reviews-Restaurante_Meson_O_Peixeiro-Pontevedra_Province_of_Pontevedra_Galicia.html;Restaurante, Mesón O' Peixeiro;4.3;CP-2017, s/n San Miguel De Castro, 36584 Pontevedra Spain;https://www.facebook.com/mesonopeixeiro/;+34 986 68 42 58;rgarciacacheda@gmail.com;"About
Features
See all features
Accepts credit cards: Discover, Mastercard, Visa
Lunch, Dinner
Table Service, Takeout";;;About;"See all features
Accepts credit cards: Discover, Mastercard, Visa
Lunch, Dinner
Table Service, Takeout"
https://www.tripadvisor.com/Restaurant_Review-g488307-d27536505-Reviews-Terra_Restaurante_Pontevedra-Pontevedra_Province_of_Pontevedra_Galicia.html;Terra Restaurante Pontevedra;4.5;Praza Da Pedreira 8, 36002 Pontevedra Spain;https://mybakarta.com/tWjwU13ZZIYmhBtwNxrJ?fbclid=PAZXh0bgNhZW0CMTEAAaYJCefuEMxBrOrf1VjjsWIGxt-ZOK5P39LGr18fpHrl6QVQC_FKBaHEY4k_aem_N-wD-7gRtCcba9EixdNubA;+34 986 86 07 37;terrapedreira@gmail.com;"About
Features
See all features
Accepts credit cards: Visa
Breakfast, Lunch, Dinner, Brunch, Drinks
Family style, Table Service";;;About;"See all features
Accepts credit cards: Visa
Breakfast, Lunch, Dinner, Brunch, Drinks
Family style, Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d10611030-Reviews-O_Souto_Bar_Restaurante-Pontevedra_Province_of_Pontevedra_Galicia.html;O Souto Bar Restaurante;4.3;Rua Baron 15 Junto al Parador de Turismo, 36002 Pontevedra Spain;https://www.facebook.com/513022262093797;+34 686 03 92 40;osoutorestaurante@gmail.com;"About
Features
See all features
Vegetarian friendly, Vegan options, Gluten free options
Accepts credit cards: Mastercard, Visa
Lunch, Dinner, Drinks";;;About;"See all features
Vegetarian friendly, Vegan options, Gluten free options
Accepts credit cards: Mastercard, Visa
Lunch, Dinner, Drinks"
https://www.tripadvisor.com/Restaurant_Review-g488307-d12316636-Reviews-Taberna_O_Lagar_Romai-Pontevedra_Province_of_Pontevedra_Galicia.html;Taberna O Lagar Romai;4.5;Romai, 7, 36658 Pontevedra Spain;http://www.facebook.com/TabernaOLagarRomai/;+34 667 48 46 92;olagarromai@gmail.com;"About
La Taberna O Lagar Romai is a new Tapas and Raciones space, with a creative and young style. Rich and abundant rations, of the sea and of the earth, to the taste of the palate. Large Cellar. We have Roast Lamb by order and Lamprea of the River Miño, in the Place of Currás, Romai-Portas.
Features
See all features
Cash Only
Lunch, Dinner
Table Service";;;"About
La Taberna O Lagar Romai is a new Tapas and Raciones space, with a creative and young style. Rich and abundant rations, of the sea and of the earth, to the taste of the palate. Large Cellar. We have Roast Lamb by order and Lamprea of the River Miño, in the Place of Currás, Romai-Portas.";"See all features
Cash Only
Lunch, Dinner
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d33268653-Reviews-Awen_Gastrobar-Pontevedra_Province_of_Pontevedra_Galicia.html;Awen Gastrobar;4.3;Paseo Carlos Pérez N°14 Aldán, 36945 Pontevedra Spain;https://www.instagram.com/awen_gastrobar?igsh=ewjqodv2cnv6a3jk;+34 646 26 14 51;awengastrobar@gmail.com;"About
Features
See all features
Digital Payments, Accepts credit cards: American Express, Discover, Mastercard, Visa
Breakfast, Lunch, Dinner, Brunch
Family style, Table Service, Takeout";;;About;"See all features
Digital Payments, Accepts credit cards: American Express, Discover, Mastercard, Visa
Breakfast, Lunch, Dinner, Brunch
Family style, Table Service, Takeout"
https://www.tripadvisor.com/Restaurant_Review-g488307-d11795784-Reviews-PADAL_da_Santina-Pontevedra_Province_of_Pontevedra_Galicia.html;PADAL da Santiña;4.3;Avenida de Santa Maria n 20, 36002 Pontevedra Spain;https://menuyvinos.com/padaldasantina/;+34 986 86 09 39;;"About
Features
See all features
Vegetarian friendly, Gluten free options
Digital Payments, Accepts credit cards: American Express, Mastercard, Visa
Lunch, Dinner, Drinks";;;About;"See all features
Vegetarian friendly, Gluten free options
Digital Payments, Accepts credit cards: American Express, Mastercard, Visa
Lunch, Dinner, Drinks"
https://www.tripadvisor.com/Restaurant_Review-g488307-d5074400-Reviews-Los_Castellanos-Pontevedra_Province_of_Pontevedra_Galicia.html;Los Castellanos;3.9;Rua La Oliva 23 Bajo, 36001 Pontevedra Spain;http://www.estalagemdomirante.com.br/pt/restaurante/;+34 986 86 01 70;;"About
Features
See all features
Lunch
Table Service, Takeout
Seating";;;About;"See all features
Lunch
Table Service, Takeout
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d7788412-Reviews-Bar_premio-Pontevedra_Province_of_Pontevedra_Galicia.html;bar premio;3.7;Calle Peregrina 29, 36001 Pontevedra Spain;https://www.facebook.com/barpremio/;+34 986 09 17 09;;"About
Features
See all features
Accepts Credit Cards
Lunch, Dinner
Table Service";;;About;"See all features
Accepts Credit Cards
Lunch, Dinner
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d4360156-Reviews-Cre_Cotte-Pontevedra_Province_of_Pontevedra_Galicia.html;Cre Cotte;4.0;Rua Real 28, 36002 Pontevedra Spain;http://www.crecotte.com/pontevedra/pontevedra.html;+34 986 85 93 74;;"About
Features
See all features
Vegetarian friendly, Vegan options, Gluten free options
Lunch, Dinner
Table Service";;;About;"See all features
Vegetarian friendly, Vegan options, Gluten free options
Lunch, Dinner
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d7387289-Reviews-La_Plateria-Pontevedra_Province_of_Pontevedra_Galicia.html;La Platería;3.4;Rua Manuel Quiroga 2, 36002 Pontevedra Spain;http://www.facebook.com/laplateriarestaurante;+34 986 10 08 72;laplateriarestaurante@gmail.com;"About
Features
See all features
Vegetarian friendly, Vegan options
Accepts Credit Cards
Breakfast, Lunch, Dinner";;;About;"See all features
Vegetarian friendly, Vegan options
Accepts Credit Cards
Breakfast, Lunch, Dinner"
https://www.tripadvisor.com/Restaurant_Review-g488307-d25175491-Reviews-As_Greas-Pontevedra_Province_of_Pontevedra_Galicia.html;As Greas;4.4;Praza da Leña 1 N° 1 bajo, 36002 Pontevedra Spain;http://cartarestaurantes.es/carta-restaurante-as-greas-en-pontevedra/;+34 986 02 49 28;asgreaspontevedra@gmail.com;"About
Features
See all features
Accepts credit cards: Mastercard, Visa
Lunch, Dinner
Family style, Table Service";;;About;"See all features
Accepts credit cards: Mastercard, Visa
Lunch, Dinner
Family style, Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d10298433-Reviews-Lar_De_Morar-Pontevedra_Province_of_Pontevedra_Galicia.html;Lar De Morar;4.5;C - 531, 22, 36158 Pontevedra Spain;http://www.facebook.com/lar.demorar.1;+34 630 05 15 17;;"About
Features
See all features
Accepts Credit Cards
Dinner
Table Service";;;About;"See all features
Accepts Credit Cards
Dinner
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d7216627-Reviews-Cerveceria_El_Bocaito-Pontevedra_Province_of_Pontevedra_Galicia.html;Cerveceria El Bocaito;3.4;Rua Churruchaos 2, 36002 Pontevedra Spain;;+34 986 85 36 97;;"About
Features
See all features
Accepts Credit Cards
Lunch
Table Service";;;About;"See all features
Accepts Credit Cards
Lunch
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d21011370-Reviews-Mar_de_Fora-Pontevedra_Province_of_Pontevedra_Galicia.html;Mar de Fóra;4.6;Rua da Amargura N°1, Bajo, 36002 Pontevedra Spain;;+34 886 31 49 01;mardeforapontevedra@gmail.com;"About
Features
See all features
Accepts Credit Cards
Lunch, Dinner, Drinks
Table Service, Takeout";;;About;"See all features
Accepts Credit Cards
Lunch, Dinner, Drinks
Table Service, Takeout"
https://www.tripadvisor.com/Restaurant_Review-g488307-d25075709-Reviews-Semplice_Trattoria_Italiana-Pontevedra_Province_of_Pontevedra_Galicia.html;Semplice. Trattoria Italiana;4.8;Rua Nova de Arriba 1, Bajo, 36002 Pontevedra Spain;;+34 613 03 53 75;semplicepontevedra@gmail.com;"About
Restaurante Italiano en Pontevedra.
Features
See all features
Digital Payments, Accepts credit cards: Mastercard, Visa
Lunch, Dinner
Family style, Table Service";;;"About
Restaurante Italiano en Pontevedra.";"See all features
Digital Payments, Accepts credit cards: Mastercard, Visa
Lunch, Dinner
Family style, Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d7037988-Reviews-Taperia_Veracruz-Pontevedra_Province_of_Pontevedra_Galicia.html;Taperia Veracruz;3.7;Rua Andres Muruais 13, 36001 Pontevedra Spain;https://www.facebook.com/pages/Taperia-Veracruz/280324085466535?sk=timeline;+34 638 27 21 35;;"About
Features
See all features
Lunch, Dinner
Table Service, Takeout
Seating";;;About;"See all features
Lunch, Dinner
Table Service, Takeout
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d8728201-Reviews-O_Bioco-Pontevedra_Province_of_Pontevedra_Galicia.html;O Bioco;4.7;Rua Manuel Quiroga 18 Zona monumental, 36002 Pontevedra Spain;http://o-bioco.webnode.es/;+34 637 73 96 21;obioco@hotmail.com;"About
Features
See all features
Gluten free options
Lunch, Dinner
Table Service";;;About;"See all features
Gluten free options
Lunch, Dinner
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d23503264-Reviews-A_Toda_Costa-Pontevedra_Province_of_Pontevedra_Galicia.html;A Toda Costa;3.6;Rúa Do Couñal, 5 Donón, 36945 Pontevedra Spain;http://www.instagram.com/atodacosta_cabohome;+34 986 84 81 32;atodacostaredes@gmail.com;"About
Gastro space located in the heart of Cabo Home that is committed to offering a complete customer experience: a Galician and international fusion cuisine and a space for art and music where you can enjoy the best views of the Cíes Islands from its outdoor terraces.
Features
See all features
Accepts Credit Cards
Breakfast, Lunch, Dinner, Late Night, Drinks
Private Dining, Table Service, Takeout";;;"About
Gastro space located in the heart of Cabo Home that is committed to offering a complete customer experience: a Galician and international fusion cuisine and a space for art and music where you can enjoy the best views of the Cíes Islands from its outdoor terraces.";"See all features
Accepts Credit Cards
Breakfast, Lunch, Dinner, Late Night, Drinks
Private Dining, Table Service, Takeout"
https://www.tripadvisor.com/Restaurant_Review-g488307-d992124-Reviews-Rincon_Mexicano-Pontevedra_Province_of_Pontevedra_Galicia.html;Rincon Mexicano;4.1;Calle Nova Darriba 9, 36002 Pontevedra Spain;https://www.rinconmexicanopontevedra.com/;+34 986 84 52 51;;"About
Coming Soon!
Features
See all features
Gluten free options
Accepts credit cards: Mastercard, Visa
Lunch, Dinner";;;"About
Coming Soon!";"See all features
Gluten free options
Accepts credit cards: Mastercard, Visa
Lunch, Dinner"
https://www.tripadvisor.com/Restaurant_Review-g488307-d7226647-Reviews-Restaurante_ManSeo-Pontevedra_Province_of_Pontevedra_Galicia.html;Restaurante ManSeo;4.1;Rua San Antonino 65, 36002 Pontevedra Spain;http://www.manseo.es/;+34 986 85 52 50;info@manseo.es;"About
Features
See all features
Breakfast, Lunch, Dinner
Table Service, Takeout
Seating";;;About;"See all features
Breakfast, Lunch, Dinner
Table Service, Takeout
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d7222762-Reviews-O_Parvadas-Pontevedra_Province_of_Pontevedra_Galicia.html;O Parvadas;3.8;Rua Gonzalez Zuniga 4, 36001 Pontevedra Spain;;+34 691 18 52 66;;"About
Features
See all features
Lunch, Dinner
Table Service
Outdoor Seating, Seating";;;About;"See all features
Lunch, Dinner
Table Service
Outdoor Seating, Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d20163522-Reviews-O_tucho_xustans-Pontevedra_Province_of_Pontevedra_Galicia.html;O tucho xustans;4.6;Xustans Sobreiro 37, 36827 Pontevedra Spain;https://www.facebook.com/O-tucho-xust%C3%A1ns-837151196617300/;+34 650 27 41 21;otuchoxustans@gmail.com;"About
Small but cozy place ideal to enjoy Galician cuisine and its typical products 10 km from Pontevedra. If you want to enjoy a good dinner this is the place.
Features
See all features
Lunch, Dinner
Table Service
Seating";;;"About
Small but cozy place ideal to enjoy Galician cuisine and its typical products 10 km from Pontevedra. If you want to enjoy a good dinner this is the place.";"See all features
Lunch, Dinner
Table Service
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d3222791-Reviews-Elvira-Pontevedra_Province_of_Pontevedra_Galicia.html;Elvira;4.1;Rua Cobian Areal 10, 36001 Pontevedra Spain;;;;"About
Cerca del hospital Provincial de Pontevedra
Features
See all features
Breakfast, Lunch, Dinner
Table Service, Takeout
Seating";;;"About
Cerca del hospital Provincial de Pontevedra";"See all features
Breakfast, Lunch, Dinner
Table Service, Takeout
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d17462774-Reviews-Barallocas-Pontevedra_Province_of_Pontevedra_Galicia.html;Barallocas;4.0;Rua de Don Gonzalo 11, 36002 Pontevedra Spain;https://www.facebook.com/HBARALLOCAS/;+34 651 30 15 67;hbarallocas@gmail.com;"About
Small bar. Galician/Spanish wine and beer. Different tipes of food, including vegan/vegetarian options in all the areas of the menu. Weekends whit coctels and liquors. We also have coffee and breakfast in the morning. Come to visit us, we are in the middle of the historic square.
Features
See all features
Accepts Credit Cards
Breakfast, Lunch, Dinner, Late Night, Drinks
Table Service, Takeout";;;"About
Small bar. Galician/Spanish wine and beer. Different tipes of food, including vegan/vegetarian options in all the areas of the menu. Weekends whit coctels and liquors. We also have coffee and breakfast in the morning. Come to visit us, we are in the middle of the historic square.";"See all features
Accepts Credit Cards
Breakfast, Lunch, Dinner, Late Night, Drinks
Table Service, Takeout"
https://www.tripadvisor.com/Restaurant_Review-g488307-d26349831-Reviews-IMpar_Restaurante-Pontevedra_Province_of_Pontevedra_Galicia.html;iMpar Restaurante;4.3;Rua Princesa 11, 36002 Pontevedra Spain;;+34 886 64 22 32;imparpvsp@gmail.com;"About
Features
CUISINES
Mediterranean, European, Spanish, Contemporary, Portuguese
Meal types
Lunch, Dinner, Drinks
PRICE
$$ - $$$
FEATURES
Accepts Credit Cards
American Express
Discover
Family style
Free Wifi
Mastercard
Non-smoking restaurants
Outdoor Seating
Reservations
Seating
Serves Alcohol
Table Service
Visa
Wheelchair Accessible
Wine and Beer";;;About;"CUISINES
Mediterranean, European, Spanish, Contemporary, Portuguese
Meal types
Lunch, Dinner, Drinks
PRICE
$$ - $$$
FEATURES
Accepts Credit Cards
American Express
Discover
Family style
Free Wifi
Mastercard
Non-smoking restaurants
Outdoor Seating
Reservations
Seating
Serves Alcohol
Table Service
Visa
Wheelchair Accessible
Wine and Beer"
https://www.tripadvisor.com/Restaurant_Review-g488307-d4549942-Reviews-O_Cruceiro-Pontevedra_Province_of_Pontevedra_Galicia.html;;3.7;;https://www.facebook.com/restaurantecruceiro/;+34 659 33 28 58;comunicacionocruceiro@gmail.com;;;;;
https://www.tripadvisor.com/Restaurant_Review-g488307-d21212020-Reviews-Bar_Coral_Raxo-Pontevedra_Province_of_Pontevedra_Galicia.html;Bar Coral Raxó;4.0;Rua da Praia, 24 RAXÓ, 36992 Pontevedra Spain;;+34 986 74 00 78;;"About
Features
See all features
Accepts Credit Cards
Dinner
Table Service";;;About;"See all features
Accepts Credit Cards
Dinner
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d12948255-Reviews-Asador_o_Rueiro-Pontevedra_Province_of_Pontevedra_Galicia.html;Asador o Rueiro;4.2;Rúa da Seca, 33, 36002 Pontevedra Spain;;+34 656 68 11 42;;"About
Features
See all features
Lunch, Dinner
Table Service
Seating";;;About;"See all features
Lunch, Dinner
Table Service
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d12914124-Reviews-La_Gruta_Taperia-Pontevedra_Province_of_Pontevedra_Galicia.html;La Gruta Tapería;4.3;Iglesia, 55 Carretera Milagros de Amil, 36151 Pontevedra Spain;http://www.lagrutataperia.com/;+34 696 95 45 08;;"About
Features
See all features
Lunch, Dinner
Table Service
Seating";;;About;"See all features
Lunch, Dinner
Table Service
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d23779665-Reviews-El_Patio_De_Valle_Inclan-Pontevedra_Province_of_Pontevedra_Galicia.html;El Patio De Valle Inclán;4.0;Rúa Isabel II 16 Restaurante El Patio De Valle Inclán, 36002 Pontevedra Spain;https://qrcgcustomers.s3-eu-west-1.amazonaws.com/account16080132/22385662_1.pdf?0.44097157042476676;+34 660 29 87 57;elpatiodevalleinclan@gmail.com;"About
Features
See all features
Lunch, Dinner
Table Service
Seating";;;About;"See all features
Lunch, Dinner
Table Service
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d12884282-Reviews-Braseria_Taperia_Suso-Pontevedra_Province_of_Pontevedra_Galicia.html;Braseria Taperia Suso;5.0;Vilaboa, Crossing to Cangas, behind Ex Merkamueble, 36141 Pontevedra Spain;https://www.facebook.com/Taperia-suso-Parrillada-Susoo-2004051073161315/;+34 658 88 76 25;taperia-suso@hotmail.com;"About
Rustic place, with fast service and improving every day in our meals and our homemade desserts.
Features
See all features
Lunch, Dinner, Drinks
Takeout
Outdoor Seating";;;"About
Rustic place, with fast service and improving every day in our meals and our homemade desserts.";"See all features
Lunch, Dinner, Drinks
Takeout
Outdoor Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d5614250-Reviews-Asador_O_Fanal-Pontevedra_Province_of_Pontevedra_Galicia.html;Asador O Fanal;3.8;Rua Arzobispo Malvar 28, 36002 Pontevedra Spain;http://asador-o-fanal.negocio.site/;+34 986 89 63 92;asadorofanal@gmail.com;"About
We are a restaurant with an speciality on grilled meat and fish. We also offer a variety of typical galician food like seafood or ""caldo galego"" and a lot more. We hope you enjoy our food and visit us again.
Features
See all features
Lunch, Dinner
Table Service
Seating";;;"About
We are a restaurant with an speciality on grilled meat and fish. We also offer a variety of typical galician food like seafood or ""caldo galego"" and a lot more. We hope you enjoy our food and visit us again.";"See all features
Lunch, Dinner
Table Service
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d6999507-Reviews-A_Casa_De_Pedra-Pontevedra_Province_of_Pontevedra_Galicia.html;A Casa De Pedra;3.5;Rua Ramon Otero Pedraio Nº 9, 36003 Pontevedra Spain;http://www.facebook.com/A-Casa-De-Pedra-383958314989272/;+34 986 86 44 47;acasadepedra@hotmail.es;"About
Features
See all features
Lunch, Dinner
Table Service, Takeout
Seating";;;About;"See all features
Lunch, Dinner
Table Service, Takeout
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d3859951-Reviews-Granxa_do_Costado-Pontevedra_Province_of_Pontevedra_Galicia.html;Granxa do Costado;3.3;Rua Costado 19, 36162 Pontevedra Spain;https://granxadocostado.com/;+34 986 84 44 85;info@granxadocostado.com;"About
Features
See all features
Accepts Credit Cards
Lunch, Dinner
Table Service";;;About;"See all features
Accepts Credit Cards
Lunch, Dinner
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d992143-Reviews-Restaurante_San_Blas-Pontevedra_Province_of_Pontevedra_Galicia.html;Restaurante San Blas;3.9;Rúa de San Brais, 34, 36143 Pontevedra Spain;;+34 986 84 64 19;;"About
Features
See all features
Lunch, Dinner, Late Night
Table Service
Highchairs Available, Outdoor Seating, Seating";;;About;"See all features
Lunch, Dinner, Late Night
Table Service
Highchairs Available, Outdoor Seating, Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d8273462-Reviews-A_De_Paco-Pontevedra_Province_of_Pontevedra_Galicia.html;A De Paco;3.4;Salcedo, 36143 Pontevedra Spain;https://www.facebook.com/pages/Furancho-A-de-Paco/311736862199445;+34 616 15 97 20;furanchopaco@hotmail.com;"About
Features
See all features
Lunch
Table Service
Seating";;;About;"See all features
Lunch
Table Service
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d8549810-Reviews-Borona-Pontevedra_Province_of_Pontevedra_Galicia.html;Borona;3.3;Travesia Comercio 3, 36002 Pontevedra Spain;http://es-es.facebook.com/Borona.Cafe;+34 986 84 50 44;;"About
Features
See all features
Accepts Credit Cards
Lunch, Dinner
Table Service";;;About;"See all features
Accepts Credit Cards
Lunch, Dinner
Table Service"
https://www.tripadvisor.com/Restaurant_Review-g488307-d4498659-Reviews-Restaurante_Novo_Soto-Pontevedra_Province_of_Pontevedra_Galicia.html;Restaurante Novo Soto;4.2;Rua Virgen del Camino 20, 36001 Pontevedra Spain;https://www.facebook.com/Restaurante-Novo-Soto-624740557620960/;+34 986 85 65 65;;"About
Features
See all features
Lunch, Dinner
Table Service, Takeout
Seating";;;About;"See all features
Lunch, Dinner
Table Service, Takeout
Seating"
https://www.tripadvisor.com/Restaurant_Review-g488307-d7194338-Reviews-OS_Pirus-Pontevedra_Province_of_Pontevedra_Galicia.html;OS Pirus;3.7;Rua Estacion S/N, 36003 Pontevedra Spain;http://www.lampreadearbo.com/menus.asp;+34 986 66 34 71;ospirus@lampreadearbo.com;"About
Features
See all features
Vegetarian friendly
Lunch, Dinner
Table Service";;;About;"See all features
Vegetarian friendly
Lunch, Dinner
Table Service"
